时间,产量:平板玻璃:当月值,HS:出口金额:当月值:70章 玻璃及其制品,HS:进口金额:当月值:70章 玻璃及其制品,现货平均价(平方米):浮法玻璃:5mm:上海,现货平均价(平方米):浮法玻璃:5mm:武汉,现货平均价(平方米):浮法玻璃:5mm:济南,期货结算价(活跃合约):燃料油,现货价:天然气(俄罗斯产):德国港口,期货收盘价(连续):NYMEX天然气,期货结算价(活跃合约):IPE英国天然气,市场价(低端价):轻质纯碱:华中地区,市场价(低端价):轻质纯碱:华南地区,市场价(低端价):轻质纯碱:华东地区,市场价(低端价):轻质纯碱:华北地区,出厂价(含税):高纯石英砂:国内主流厂商平均,泰国:PPI:按生产过程:白云石,申万行业指数:环保设备,房屋竣工面积:累计值,商品房销售额:累计值,商品房销售面积:现房:累计值,产量:汽车:当月值,日本:产量:丰田:汽车:当月值,韩国:产量:汽车:当月值,浮法玻璃:生产线总数,浮法玻璃:生产线条数:冷修,浮法玻璃:产销率:累计值,浮法玻璃:库存:期末值,浮法玻璃:日熔量:点火
2015-12-17,,,,15.75 ,14.12 ,14.90 ,2587.00 ,,1.74 ,34.52 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,24739.97 ,,,,,,,,,,,
2015-12-18,,,,15.75 ,14.18 ,14.90 ,2587.00 ,,1.77 ,34.62 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,24866.77 ,,,,,,,348.00 ,57.00 ,,,350.00 
2015-12-21,,,,15.75 ,14.18 ,14.84 ,2587.00 ,,1.94 ,34.11 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,24786.13 ,,,,,,,,,,,
2015-12-22,,,,15.75 ,14.18 ,14.84 ,2587.00 ,,1.91 ,34.12 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,24823.37 ,,,,,,,,,,,
2015-12-23,,,,15.75 ,14.18 ,14.80 ,2587.00 ,,2.00 ,33.25 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,24389.45 ,,,,,,,,,,,
2015-12-24,,,,15.75 ,14.18 ,14.80 ,2562.00 ,,2.04 ,32.96 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,24738.66 ,,,,,,,,,,,
2015-12-25,,,,15.75 ,14.18 ,14.80 ,2438.00 ,,,,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,24803.23 ,,,,,,,348.00 ,57.00 ,,,350.00 
2015-12-28,,,,15.75 ,14.18 ,14.80 ,2453.00 ,,2.24 ,,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,23804.93 ,,,,,,,,,,,
2015-12-29,,,,15.80 ,14.24 ,14.80 ,2390.00 ,,2.37 ,34.79 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,24004.89 ,,,,,,,,,,,
2015-12-30,,,,15.80 ,14.24 ,14.76 ,2437.00 ,,2.27 ,33.85 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,24233.25 ,,,,,,,,,,,
2015-12-31,5699.00 ,1500506.03 ,648787.46 ,15.80 ,14.24 ,14.66 ,2393.00 ,5.81 ,2.35 ,33.13 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,100.00 ,23898.34 ,100039.10 ,87280.84 ,31702.61 ,263.20 ,,410580.00 ,,,99.13 ,4049.00 ,
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,348.00 ,57.00 ,,,
2016-01-04,,,,15.80 ,14.24 ,14.66 ,2401.00 ,,2.29 ,32.81 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,21588.96 ,,,,,,,,,,,
2016-01-05,,,,15.80 ,14.24 ,14.66 ,2341.00 ,,2.34 ,33.29 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,20845.05 ,,,,,,,,,,,
2016-01-06,,,,15.80 ,14.40 ,14.60 ,2374.00 ,,2.29 ,34.32 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,21304.35 ,,,,,,,,,,,
2016-01-07,,,,15.80 ,14.40 ,14.60 ,2372.00 ,,2.40 ,35.65 ,1160.00 ,1350.00 ,1250.00 ,1300.00 ,42200.00 ,,19283.32 ,,,,,,,,,,,
2016-01-08,,,,15.80 ,14.40 ,14.52 ,2372.00 ,,2.48 ,34.07 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,19416.02 ,,,,,,,348.00 ,56.00 ,,,500.00 
2016-01-11,,,,15.80 ,14.40 ,14.36 ,2253.00 ,,2.36 ,34.01 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,17767.25 ,,,,,,,,,,,
2016-01-12,,,,15.75 ,14.40 ,14.36 ,2266.00 ,,2.26 ,32.56 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,17925.73 ,,,,,,,,,,,
2016-01-13,,,,15.75 ,14.40 ,14.24 ,2222.00 ,,2.28 ,32.84 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,17183.40 ,,,,,,,,,,,
2016-01-14,,,,15.75 ,14.40 ,14.14 ,2246.00 ,,2.14 ,31.95 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,17893.25 ,,,,,,,,,,,
2016-01-15,,,,15.75 ,14.40 ,14.10 ,2202.00 ,,2.09 ,31.38 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,17079.89 ,,,,,,,348.00 ,56.00 ,,,500.00 
2016-01-18,,,,15.75 ,14.40 ,14.10 ,2216.00 ,,2.12 ,31.54 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,17457.16 ,,,,,,,,,,,
2016-01-19,,,,15.75 ,14.40 ,14.10 ,2315.00 ,,2.09 ,31.62 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,18118.76 ,,,,,,,,,,,
2016-01-20,,,,15.75 ,14.40 ,14.06 ,2370.00 ,,2.14 ,30.39 ,1160.00 ,1400.00 ,,,42200.00 ,,18075.72 ,,,,,,,,,,,
2016-01-21,,,,15.65 ,14.40 ,14.06 ,2351.00 ,,2.14 ,29.60 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,17125.17 ,,,,,,,,,,,
2016-01-22,,,,15.60 ,14.40 ,14.06 ,2317.00 ,,2.13 ,30.71 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,17402.56 ,,,,,,,348.00 ,56.00 ,,,500.00 
2016-01-25,,,,15.55 ,14.40 ,13.96 ,2361.00 ,,2.15 ,29.46 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,17600.02 ,,,,,,,,,,,
2016-01-26,,,,15.55 ,14.40 ,13.86 ,2242.00 ,,2.18 ,30.02 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,16008.66 ,,,,,,,,,,,
2016-01-27,,,,15.55 ,14.36 ,13.78 ,2235.00 ,,2.18 ,31.00 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,15853.45 ,,,,,,,,,,,
2016-01-28,,,,15.55 ,14.36 ,13.72 ,2224.00 ,,2.23 ,31.54 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,15069.97 ,,,,,,,,,,,
2016-01-29,,,,15.55 ,14.36 ,13.72 ,2335.00 ,,2.31 ,30.59 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,15726.83 ,,,,,,,348.00 ,59.00 ,,,500.00 
2016-01-31,,1364770.07 ,548336.57 ,,,,,5.09 ,,,,,,,,100.00 ,,,,,,,347375.00 ,,,93.27 ,4443.00 ,
2016-02-01,,,,15.55 ,14.36 ,13.72 ,2368.00 ,,2.14 ,29.50 ,1160.00 ,1400.00 ,1250.00 ,1300.00 ,42200.00 ,,15829.27 ,,,,,,,,,,,
2016-02-02,,,,15.55 ,14.36 ,13.68 ,2486.00 ,,2.04 ,29.62 ,1160.00 ,1400.00 ,1300.00 ,1300.00 ,42200.00 ,,16428.35 ,,,,,,,,,,,
2016-02-03,,,,15.50 ,14.36 ,13.68 ,2486.00 ,,2.04 ,29.39 ,1160.00 ,1400.00 ,1300.00 ,1300.00 ,42200.00 ,,16496.84 ,,,,,,,,,,,
2016-02-04,,,,15.50 ,14.36 ,13.68 ,2500.00 ,,1.98 ,28.70 ,1160.00 ,1400.00 ,1300.00 ,1300.00 ,42200.00 ,,16769.60 ,,,,,,,,,,,
2016-02-05,,,,,,,2500.00 ,,2.06 ,28.74 ,,,,,42200.00 ,,16646.13 ,,,,,,,348.00 ,60.00 ,,,500.00 
2016-02-06,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2016-02-08,,,,,,,,,2.12 ,28.87 ,,,,,,,,,,,,,,,,,,
2016-02-09,,,,,,,,,2.10 ,29.04 ,,,,,,,,,,,,,,,,,,
2016-02-10,,,,,,,,,2.05 ,28.48 ,,,,,,,,,,,,,,,,,,
2016-02-11,,,,,,,,,1.99 ,28.39 ,,,,,,,,,,,,,,,,,,
2016-02-12,,,,,,,,,1.97 ,28.82 ,,,,,,,,,,,,,,,,,,
2016-02-14,,,,,,,,,,,1160.00 ,1400.00 ,1300.00 ,1300.00 ,42200.00 ,,,,,,,,,,,,,
2016-02-15,,,,15.50 ,14.36 ,13.68 ,2500.00 ,,,28.44 ,1160.00 ,1400.00 ,1300.00 ,1300.00 ,42200.00 ,,16569.09 ,,,,,,,,,,,
2016-02-16,,,,15.55 ,14.36 ,13.72 ,2444.00 ,,1.93 ,28.26 ,1160.00 ,1400.00 ,1300.00 ,1300.00 ,42200.00 ,,17365.30 ,,,,,,,,,,,
2016-02-17,,,,15.55 ,14.36 ,13.78 ,2371.00 ,,1.95 ,28.53 ,1300.00 ,1600.00 ,,,42200.00 ,,18005.54 ,,,,,,,,,,,
2016-02-18,,,,15.60 ,14.36 ,13.78 ,2371.00 ,,1.85 ,29.11 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42200.00 ,,17822.27 ,,,,,,,,,,,
2016-02-19,,,,15.65 ,14.36 ,13.78 ,2283.00 ,,1.81 ,29.09 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42200.00 ,,17920.82 ,,,,,,,349.00 ,61.00 ,,,1700.00 
2016-02-22,,,,15.70 ,14.82 ,13.96 ,2397.00 ,,1.83 ,29.56 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42200.00 ,,18294.70 ,,,,,,,,,,,
2016-02-23,,,,15.75 ,14.82 ,14.00 ,2343.00 ,,1.79 ,29.29 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42200.00 ,,18250.62 ,,,,,,,,,,,
2016-02-24,,,,15.75 ,14.82 ,14.04 ,2321.00 ,,1.78 ,28.81 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42200.00 ,,18172.72 ,,,,,,,,,,,
2016-02-25,,,,15.75 ,14.82 ,14.04 ,2317.00 ,,1.71 ,28.71 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42200.00 ,,16885.32 ,,,,,,,,,,,
2016-02-26,,,,15.75 ,14.82 ,14.04 ,2432.00 ,,1.79 ,29.26 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42200.00 ,,17424.20 ,,,,,,,349.00 ,61.00 ,,,1200.00 
2016-02-29,,944541.29 ,433931.10 ,15.75 ,14.70 ,14.10 ,2529.00 ,4.79 ,1.71 ,29.34 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42200.00 ,100.00 ,16243.30 ,13941.84 ,8576.81 ,2715.07 ,,,305976.00 ,,,84.51 ,5611.00 ,
2016-03-01,,,,15.75 ,14.66 ,14.10 ,2529.00 ,,1.74 ,29.23 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42200.00 ,,16691.66 ,,,,,,,,,,,
2016-03-02,,,,15.80 ,14.66 ,14.10 ,2405.00 ,,1.67 ,28.95 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42200.00 ,,17563.73 ,,,,,,,,,,,
2016-03-03,,,,15.80 ,14.66 ,14.20 ,2525.00 ,,1.63 ,28.63 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42200.00 ,,17979.11 ,,,,,,,,,,,
2016-03-04,,,,15.80 ,14.66 ,14.24 ,2529.00 ,,1.67 ,27.95 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,42000.00 ,,17093.39 ,,,,,,,349.00 ,61.00 ,,,1200.00 
2016-03-07,,,,15.80 ,14.66 ,14.34 ,2529.00 ,,1.71 ,27.89 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,17430.07 ,,,,,,,,,,,
2016-03-08,,,,15.80 ,14.66 ,14.34 ,2529.00 ,,1.72 ,28.23 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,17304.08 ,,,,,,,,,,,
2016-03-09,,,,15.80 ,14.62 ,14.34 ,2529.00 ,,1.76 ,28.42 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,16878.94 ,,,,,,,,,,,
2016-03-10,,,,15.90 ,14.50 ,14.34 ,2529.00 ,,1.81 ,27.98 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,16518.64 ,,,,,,,,,,,
2016-03-11,,,,15.98 ,14.50 ,14.34 ,2529.00 ,,1.81 ,28.25 ,1300.00 ,1600.00 ,,,41760.00 ,,16555.89 ,,,,,,,349.00 ,61.00 ,,,
2016-03-14,,,,15.98 ,14.12 ,14.34 ,2529.00 ,,1.82 ,28.30 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,17134.87 ,,,,,,,,,,,
2016-03-15,,,,15.98 ,14.12 ,14.34 ,2529.00 ,,1.85 ,28.76 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,17078.40 ,,,,,,,,,,,
2016-03-16,,,,15.98 ,14.12 ,14.42 ,2529.00 ,,1.87 ,28.61 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,16826.42 ,,,,,,,,,,,
2016-03-17,,,,15.93 ,13.96 ,14.42 ,2529.00 ,,1.94 ,28.76 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,17383.96 ,,,,,,,,,,,
2016-03-18,,,,15.93 ,13.86 ,14.42 ,2529.00 ,,1.89 ,28.83 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,17919.78 ,,,,,,,349.00 ,61.00 ,,,
2016-03-21,,,,15.93 ,13.80 ,14.42 ,2529.00 ,,1.81 ,28.33 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18426.59 ,,,,,,,,,,,
2016-03-22,,,,15.93 ,13.76 ,14.42 ,2573.00 ,,1.86 ,28.55 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18364.80 ,,,,,,,,,,,
2016-03-23,,,,15.88 ,13.76 ,14.34 ,2444.00 ,,1.79 ,27.76 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18396.91 ,,,,,,,,,,,
2016-03-24,,,,15.83 ,13.76 ,14.34 ,2444.00 ,,1.81 ,28.01 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18197.42 ,,,,,,,,,,,
2016-03-25,,,,15.83 ,13.76 ,14.34 ,2326.00 ,,,,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18147.90 ,,,,,,,350.00 ,62.00 ,,,1100.00 
2016-03-28,,,,15.75 ,13.76 ,14.34 ,2235.00 ,,1.85 ,,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,17956.09 ,,,,,,,,,,,
2016-03-29,,,,15.75 ,13.76 ,14.34 ,2346.00 ,,1.89 ,27.93 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,17482.00 ,,,,,,,,,,,
2016-03-30,,,,15.75 ,13.76 ,14.34 ,2320.00 ,,1.99 ,28.04 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18144.94 ,,,,,,,,,,,
2016-03-31,6471.90 ,1238949.86 ,578690.10 ,15.75 ,13.76 ,14.34 ,2409.00 ,4.09 ,1.96 ,28.02 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,100.00 ,18156.48 ,20000.82 ,18524.27 ,5874.04 ,255.40 ,,417998.00 ,,,89.93 ,5347.00 ,
2016-04-01,,,,15.75 ,13.72 ,14.34 ,2455.00 ,,1.95 ,27.51 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,17960.16 ,,,,,,,350.00 ,63.00 ,,,1750.00 
2016-04-04,,,,,,,,,2.00 ,26.77 ,,,,,,,,,,,,,,,,,,
2016-04-05,,,,15.75 ,13.72 ,14.34 ,2333.00 ,,1.94 ,26.60 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18449.82 ,,,,,,,,,,,
2016-04-06,,,,15.75 ,13.66 ,14.30 ,2333.00 ,,1.90 ,27.01 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18687.22 ,,,,,,,,,,,
2016-04-07,,,,15.75 ,13.62 ,14.16 ,2345.00 ,,2.02 ,26.38 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18195.38 ,,,,,,,,,,,
2016-04-08,,,,15.75 ,13.58 ,14.10 ,2315.00 ,,1.99 ,26.64 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,17905.42 ,,,,,,,350.00 ,64.00 ,,,1750.00 
2016-04-11,,,,15.70 ,13.58 ,14.04 ,2315.00 ,,1.93 ,26.46 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18509.12 ,,,,,,,,,,,
2016-04-12,,,,15.70 ,13.52 ,14.04 ,2315.00 ,,2.02 ,26.67 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18329.83 ,,,,,,,,,,,
2016-04-13,,,,15.70 ,13.52 ,14.04 ,2252.00 ,,2.04 ,26.80 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18560.13 ,,,,,,,,,,,
2016-04-14,,,,15.75 ,13.52 ,14.04 ,2363.00 ,,1.96 ,26.57 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,19281.01 ,,,,,,,,,,,
2016-04-15,,,,15.75 ,13.52 ,14.04 ,2441.00 ,,1.91 ,26.58 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,19254.67 ,,,,,,,350.00 ,63.00 ,,,1050.00 
2016-04-18,,,,15.75 ,13.56 ,14.08 ,2561.00 ,,1.94 ,27.01 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18898.70 ,,,,,,,,,,,
2016-04-19,,,,15.75 ,13.56 ,14.04 ,2438.00 ,,2.09 ,27.53 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,19180.02 ,,,,,,,,,,,
2016-04-20,,,,15.70 ,13.56 ,14.04 ,2438.00 ,,2.07 ,27.71 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18260.54 ,,,,,,,,,,,
2016-04-21,,,,15.70 ,13.60 ,14.04 ,2534.00 ,,2.06 ,28.19 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18183.39 ,,,,,,,,,,,
2016-04-22,,,,15.70 ,13.60 ,14.10 ,2422.00 ,,2.14 ,29.47 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,18121.40 ,,,,,,,350.00 ,62.00 ,,,1300.00 
2016-04-25,,,,15.70 ,13.72 ,14.16 ,2437.00 ,,2.07 ,29.07 ,1300.00 ,1600.00 ,1400.00 ,1350.00 ,41760.00 ,,17916.29 ,,,,,,,,,,,
2016-04-26,,,,15.70 ,13.72 ,14.30 ,2437.00 ,,2.04 ,31.23 ,1250.00 ,1520.00 ,1350.00 ,1300.00 ,41760.00 ,,18195.86 ,,,,,,,,,,,
2016-04-27,,,,15.75 ,13.72 ,14.30 ,2437.00 ,,2.03 ,31.50 ,1250.00 ,1520.00 ,1350.00 ,1300.00 ,41760.00 ,,18308.41 ,,,,,,,,,,,
2016-04-28,,,,15.75 ,13.72 ,14.30 ,2393.00 ,,2.06 ,28.41 ,1250.00 ,1520.00 ,1350.00 ,1300.00 ,41760.00 ,,18254.90 ,,,,,,,,,,,
2016-04-29,,,,15.75 ,13.72 ,14.34 ,2340.00 ,,2.14 ,28.61 ,1250.00 ,1520.00 ,1350.00 ,1300.00 ,41760.00 ,,18050.40 ,,,,,,,350.00 ,61.00 ,,,1800.00 
2016-04-30,6234.90 ,1385503.81 ,557076.70 ,,,,,4.02 ,,,,,,,,100.00 ,,25478.22 ,27655.65 ,8653.01 ,220.20 ,,368578.00 ,,,94.51 ,5160.00 ,
2016-05-02,,,,,,,,,2.05 ,28.61 ,,,,,,,,,,,,,,,,,,
2016-05-03,,,,15.75 ,13.78 ,14.38 ,2340.00 ,,2.08 ,27.80 ,1250.00 ,1520.00 ,1350.00 ,1300.00 ,41760.00 ,,18568.97 ,,,,,,,,,,,
2016-05-04,,,,15.75 ,13.80 ,14.38 ,2340.00 ,,2.15 ,28.07 ,1250.00 ,1520.00 ,1350.00 ,1300.00 ,41760.00 ,,18579.32 ,,,,,,,,,,,
2016-05-05,,,,15.75 ,13.80 ,14.40 ,2304.00 ,,2.08 ,28.90 ,1250.00 ,1520.00 ,1350.00 ,1300.00 ,41760.00 ,,18725.74 ,,,,,,,,,,,
2016-05-06,,,,15.80 ,13.80 ,14.56 ,2419.00 ,,2.09 ,29.34 ,1150.00 ,1500.00 ,1200.00 ,1250.00 ,41760.00 ,,17922.59 ,,,,,,,350.00 ,62.00 ,,,1400.00 
2016-05-09,,,,15.85 ,13.80 ,14.70 ,2301.00 ,,2.10 ,29.80 ,1150.00 ,1500.00 ,1200.00 ,1250.00 ,41760.00 ,,17215.76 ,,,,,,,,,,,
2016-05-10,,,,15.93 ,13.80 ,14.80 ,2415.00 ,,2.16 ,29.31 ,1150.00 ,1500.00 ,1200.00 ,1200.00 ,41760.00 ,,17117.83 ,,,,,,,,,,,
2016-05-11,,,,15.93 ,13.92 ,14.82 ,2294.00 ,,2.17 ,29.67 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,16945.36 ,,,,,,,,,,,
2016-05-12,,,,15.95 ,14.00 ,14.94 ,2408.00 ,,2.13 ,29.34 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,16751.59 ,,,,,,,,,,,
2016-05-13,,,,15.95 ,14.00 ,14.94 ,2528.00 ,,2.09 ,29.02 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,16606.99 ,,,,,,,350.00 ,62.00 ,,,
2016-05-16,,,,15.95 ,14.00 ,14.94 ,2528.00 ,,2.03 ,29.90 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,16768.09 ,,,,,,,,,,,
2016-05-17,,,,15.95 ,14.18 ,14.98 ,2528.00 ,,2.06 ,29.84 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,16599.63 ,,,,,,,,,,,
2016-05-18,,,,15.95 ,14.18 ,14.98 ,2528.00 ,,2.01 ,29.41 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,15986.05 ,,,,,,,,,,,
2016-05-19,,,,15.95 ,14.22 ,15.02 ,2528.00 ,,2.04 ,28.87 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,16003.62 ,,,,,,,,,,,
2016-05-20,,,,16.00 ,14.22 ,15.02 ,2528.00 ,,2.05 ,29.32 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,16198.03 ,,,,,,,351.00 ,63.00 ,,,1000.00 
2016-05-23,,,,16.00 ,14.22 ,15.04 ,2528.00 ,,2.06 ,29.10 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,16448.67 ,,,,,,,,,,,
2016-05-24,,,,16.00 ,14.22 ,15.04 ,2451.00 ,,1.98 ,28.95 ,1200.00 ,1520.00 ,1100.00 ,1250.00 ,41760.00 ,,16262.57 ,,,,,,,,,,,
2016-05-25,,,,16.00 ,14.28 ,15.04 ,2451.00 ,,1.97 ,29.64 ,1200.00 ,1520.00 ,1100.00 ,1250.00 ,41760.00 ,,16277.40 ,,,,,,,,,,,
2016-05-26,,,,16.05 ,14.34 ,15.10 ,2479.00 ,,1.92 ,30.25 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,16353.85 ,,,,,,,,,,,
2016-05-27,,,,16.05 ,14.34 ,15.12 ,2435.00 ,,2.17 ,31.03 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,16311.87 ,,,,,,,352.00 ,60.00 ,,,3100.00 
2016-05-30,,,,16.10 ,14.38 ,15.12 ,2464.00 ,,,31.03 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,,16297.45 ,,,,,,,,,,,
2016-05-31,6596.30 ,1455856.84 ,548335.55 ,16.10 ,14.38 ,15.12 ,2464.00 ,3.99 ,2.29 ,32.30 ,1200.00 ,1520.00 ,1200.00 ,1250.00 ,41760.00 ,100.00 ,16937.06 ,32027.70 ,36775.49 ,11574.74 ,208.70 ,,361492.00 ,,,97.37 ,4782.00 ,
2016-06-01,,,,16.10 ,14.38 ,15.16 ,2341.00 ,,2.38 ,32.54 ,1200.00 ,1400.00 ,1200.00 ,1250.00 ,41760.00 ,,16885.78 ,,,,,,,,,,,
2016-06-02,,,,16.10 ,14.38 ,15.16 ,2326.00 ,,2.41 ,33.26 ,1200.00 ,1400.00 ,1200.00 ,1250.00 ,41760.00 ,,17256.89 ,,,,,,,,,,,
2016-06-03,,,,16.10 ,14.38 ,15.16 ,2369.00 ,,2.40 ,33.06 ,1200.00 ,1400.00 ,1200.00 ,1250.00 ,41760.00 ,,17198.01 ,,,,,,,352.00 ,40.00 ,,,3700.00 
2016-06-06,,,,16.10 ,14.42 ,15.16 ,2731.00 ,,2.44 ,34.00 ,1100.00 ,1400.00 ,1200.00 ,1250.00 ,41760.00 ,,17163.02 ,,,,,,,,,,,
2016-06-07,,,,16.10 ,14.44 ,15.16 ,2616.00 ,,2.49 ,34.17 ,1100.00 ,1300.00 ,1200.00 ,1250.00 ,41760.00 ,,17154.79 ,,,,,,,,,,,
2016-06-08,,,,16.10 ,14.44 ,15.16 ,2620.00 ,,2.46 ,33.56 ,1100.00 ,1300.00 ,1200.00 ,1250.00 ,41760.00 ,,17309.61 ,,,,,,,,,,,
2016-06-09,,,,,,,,,2.59 ,33.10 ,,,,,,,,,,,,,,,,,,
2016-06-10,,,,,,,,,2.58 ,32.85 ,,,,,,,,,,,,,,352.00 ,39.00 ,,,4100.00 
2016-06-12,,,,,,,,,,,1100.00 ,1300.00 ,1200.00 ,1250.00 ,41760.00 ,,,,,,,,,,,,,
2016-06-13,,,,16.10 ,14.44 ,15.16 ,2638.00 ,,2.58 ,32.73 ,1100.00 ,1300.00 ,1200.00 ,1250.00 ,41760.00 ,,16455.18 ,,,,,,,,,,,
2016-06-14,,,,16.15 ,14.44 ,15.12 ,2607.00 ,,2.60 ,33.26 ,1100.00 ,1300.00 ,1200.00 ,1250.00 ,41760.00 ,,16566.30 ,,,,,,,,,,,
