时间,产量:平板玻璃:当月值,HS:出口金额:当月值:70章 玻璃及其制品,HS:进口金额:当月值:70章 玻璃及其制品,现货平均价(平方米):浮法玻璃:5mm:上海,现货平均价(平方米):浮法玻璃:5mm:武汉,现货平均价(平方米):浮法玻璃:5mm:济南,期货结算价(活跃合约):燃料油,现货价:天然气(俄罗斯产):德国港口,期货收盘价(连续):NYMEX天然气,期货结算价(活跃合约):IPE英国天然气,市场价(低端价):轻质纯碱:华中地区,市场价(低端价):轻质纯碱:华南地区,市场价(低端价):轻质纯碱:华东地区,市场价(低端价):轻质纯碱:华北地区,出厂价(含税):高纯石英砂:国内主流厂商平均,泰国:PPI:按生产过程:白云石,申万行业指数:环保设备,房屋竣工面积:累计值,商品房销售额:累计值,商品房销售面积:现房:累计值,产量:汽车:当月值,日本:产量:丰田:汽车:当月值,韩国:产量:汽车:当月值,浮法玻璃:生产线总数,浮法玻璃:生产线条数:冷修,浮法玻璃:产销率:累计值,浮法玻璃:库存:期末值,浮法玻璃:日熔量:点火
2012-11-21,,,,18.43 ,18.52 ,17.36 ,4936.00 ,,3.90 ,67.74 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,43000.00 ,,6088.06 ,,,,,,,,,,,
2012-11-22,,,,18.17 ,18.50 ,17.34 ,4946.00 ,,,67.79 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,43000.00 ,,5959.96 ,,,,,,,,,,,
2012-11-23,,,,18.17 ,18.46 ,17.32 ,4946.00 ,,3.90 ,68.61 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,43000.00 ,,5935.73 ,,,,,,,,,,,
2012-11-24,,,,,,,,,,,,,,,43000.00 ,,,,,,,,,,,,,
2012-11-25,,,,,,,,,,,,,,,42600.00 ,,,,,,,,,,,,,
2012-11-26,,,,18.20 ,18.50 ,17.38 ,4980.00 ,,3.73 ,66.96 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,42600.00 ,,5901.87 ,,,,,,,,,,,
2012-11-27,,,,18.10 ,18.46 ,17.36 ,4956.00 ,,3.77 ,66.94 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,42600.00 ,,5474.88 ,,,,,,,,,,,
2012-11-28,,,,18.10 ,18.48 ,17.28 ,4954.00 ,,3.70 ,67.81 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,42600.00 ,,5367.57 ,,,,,,,,,,,
2012-11-29,,,,18.03 ,18.46 ,17.26 ,4932.00 ,,3.65 ,67.47 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,42600.00 ,,5299.26 ,,,,,,,,,,,
2012-11-30,5738.10 ,1199872.00 ,674606.00 ,18.03 ,18.40 ,17.26 ,4948.00 ,11.64 ,3.56 ,67.66 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,42600.00 ,100.00 ,5356.20 ,67706.00 ,53525.93 ,20660.66 ,184.90 ,257783.00 ,443756.00 ,284.00 ,38.00 ,98.70 ,3379.00 ,2300.00 
2012-12-01,,,,,,,,,,,,,,,42600.00 ,,,,,,,,,,,,,
2012-12-02,,,,,,,,,,,,,,,42600.00 ,,,,,,,,,,,,,
2012-12-03,,,,17.93 ,18.34 ,17.22 ,4998.00 ,,3.59 ,69.05 ,1080.00 ,1350.00 ,1100.00 ,1090.00 ,42600.00 ,,5041.54 ,,,,,,,,,,,
2012-12-04,,,,17.90 ,18.32 ,17.22 ,5003.00 ,,3.54 ,67.99 ,1100.00 ,1350.00 ,1100.00 ,1100.00 ,42600.00 ,,5101.81 ,,,,,,,,,,,
2012-12-05,,,,17.87 ,18.22 ,17.20 ,4989.00 ,,3.70 ,68.36 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42600.00 ,,5310.66 ,,,,,,,,,,,
2012-12-06,,,,17.83 ,18.24 ,17.18 ,5006.00 ,,3.67 ,67.30 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42600.00 ,,5266.08 ,,,,,,,,,,,
2012-12-07,,,,17.83 ,18.22 ,17.16 ,5006.00 ,,3.55 ,67.23 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5482.24 ,,,,,,,,,,,
2012-12-08,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2012-12-09,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2012-12-10,,,,17.80 ,18.20 ,17.08 ,4952.00 ,,3.46 ,67.37 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5579.12 ,,,,,,,284.00 ,38.00 ,,,2300.00 
2012-12-11,,,,17.73 ,18.18 ,17.00 ,4952.00 ,,3.41 ,65.52 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5469.42 ,,,,,,,,,,,
2012-12-12,,,,17.67 ,18.20 ,16.90 ,4963.00 ,,3.38 ,65.71 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5623.54 ,,,,,,,,,,,
2012-12-13,,,,17.57 ,18.24 ,16.84 ,4913.00 ,,3.35 ,65.65 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5469.25 ,,,,,,,,,,,
2012-12-14,,,,17.47 ,18.26 ,16.80 ,4973.00 ,,3.31 ,66.09 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5689.20 ,,,,,,,,,,,
2012-12-15,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2012-12-16,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2012-12-17,,,,17.47 ,18.28 ,16.78 ,4974.00 ,,3.36 ,65.76 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5683.03 ,,,,,,,,,,,
2012-12-18,,,,17.47 ,18.26 ,16.74 ,5001.00 ,,3.42 ,65.88 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5662.72 ,,,,,,,,,,,
2012-12-19,,,,17.47 ,18.28 ,16.70 ,5020.00 ,,3.32 ,65.81 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5655.24 ,,,,,,,,,,,
2012-12-20,,,,17.43 ,18.30 ,16.68 ,5020.00 ,,3.46 ,65.61 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5694.14 ,,,,,,,284.00 ,38.00 ,,,500.00 
2012-12-21,,,,17.47 ,18.32 ,16.66 ,5018.00 ,,3.45 ,65.15 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5665.47 ,,,,,,,,,,,
2012-12-22,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2012-12-23,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2012-12-24,,,,17.53 ,18.34 ,16.70 ,5111.00 ,,3.37 ,63.78 ,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5683.17 ,,,,,,,,,,,
2012-12-25,,,,17.53 ,18.36 ,16.72 ,5042.00 ,,,,1100.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5871.89 ,,,,,,,,,,,
2012-12-26,,,,17.53 ,18.32 ,16.68 ,5054.00 ,,3.35 ,63.78 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5949.11 ,,,,,,,,,,,
2012-12-27,,,,17.57 ,18.34 ,16.66 ,5085.00 ,,3.37 ,63.44 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5821.26 ,,,,,,,,,,,
2012-12-28,,,,17.57 ,18.32 ,16.64 ,5102.00 ,,3.47 ,64.85 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5930.21 ,,,,,,,,,,,
2012-12-29,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2012-12-30,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2012-12-31,5598.10 ,1440707.00 ,657031.00 ,17.57 ,18.32 ,16.62 ,5045.00 ,11.64 ,3.35 ,64.51 ,,,,,42200.00 ,100.00 ,5973.06 ,99424.96 ,64455.79 ,26763.36 ,191.70 ,226190.00 ,401713.00 ,285.00 ,38.00 ,98.92 ,3277.00 ,1000.00 
2013-01-01,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-01-02,,,,,,,,,3.23 ,64.69 ,,,,,42200.00 ,,,,,,,,,,,,,
2013-01-03,,,,,,,,,3.20 ,66.16 ,,,,,42200.00 ,,,,,,,,,,,,,
2013-01-04,,,,17.57 ,18.34 ,16.60 ,5041.00 ,,3.28 ,66.65 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5894.01 ,,,,,,,,,,,
2013-01-05,,,,,,,,,,,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,,,,,,,,,,,,
2013-01-06,,,,,,,,,,,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,,,,,,,,,,,,
2013-01-07,,,,17.57 ,18.30 ,16.56 ,5130.00 ,,3.27 ,68.09 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5939.03 ,,,,,,,,,,,
2013-01-08,,,,17.57 ,18.32 ,16.54 ,5107.00 ,,3.23 ,67.38 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,6122.63 ,,,,,,,,,,,
2013-01-09,,,,17.60 ,18.26 ,16.50 ,5107.00 ,,3.14 ,65.30 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,6104.83 ,,,,,,,,,,,
2013-01-10,,,,17.63 ,18.24 ,16.48 ,5099.00 ,,3.18 ,67.17 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,6151.12 ,,,,,,,285.00 ,38.00 ,,,1000.00 
2013-01-11,,,,17.63 ,18.22 ,16.44 ,5083.00 ,,3.32 ,64.85 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,5948.00 ,,,,,,,,,,,
2013-01-12,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-01-13,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-01-14,,,,17.73 ,18.18 ,16.42 ,5092.00 ,,3.38 ,64.56 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,6445.15 ,,,,,,,,,,,
2013-01-15,,,,17.73 ,18.18 ,16.38 ,5092.00 ,,3.44 ,64.26 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7090.75 ,,,,,,,,,,,
2013-01-16,,,,17.80 ,18.14 ,16.38 ,5096.00 ,,3.44 ,65.08 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7120.99 ,,,,,,,,,,,
2013-01-17,,,,17.83 ,18.12 ,16.36 ,5103.00 ,,3.42 ,65.66 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,6863.30 ,,,,,,,,,,,
2013-01-18,,,,17.87 ,18.18 ,16.40 ,5134.00 ,,3.57 ,64.71 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,6974.37 ,,,,,,,,,,,
2013-01-19,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-01-20,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-01-21,,,,17.87 ,18.16 ,16.42 ,5162.00 ,,,64.13 ,1080.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7240.82 ,,,,,,,285.00 ,39.00 ,,,500.00 
2013-01-22,,,,17.87 ,18.14 ,16.36 ,5123.00 ,,3.60 ,64.55 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,6959.53 ,,,,,,,,,,,
2013-01-23,,,,17.93 ,18.16 ,16.36 ,5117.00 ,,3.52 ,64.43 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7260.10 ,,,,,,,,,,,
2013-01-24,,,,17.93 ,18.14 ,16.32 ,5133.00 ,,3.47 ,63.96 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7130.18 ,,,,,,,,,,,
2013-01-25,,,,17.90 ,18.14 ,16.28 ,5185.00 ,,3.45 ,65.54 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7262.66 ,,,,,,,,,,,
2013-01-26,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-01-27,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-01-28,,,,17.87 ,18.12 ,16.24 ,5108.00 ,,3.28 ,65.75 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7473.05 ,,,,,,,,,,,
2013-01-29,,,,17.87 ,18.10 ,16.22 ,5158.00 ,,3.23 ,65.25 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7504.98 ,,,,,,,,,,,
2013-01-30,,,,17.83 ,18.08 ,16.18 ,5205.00 ,,3.34 ,65.20 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7480.32 ,,,,,,,285.00 ,41.00 ,,,500.00 
2013-01-31,6301.70 ,1324068.00 ,578116.00 ,17.80 ,18.12 ,16.20 ,5204.00 ,11.39 ,3.33 ,64.94 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,100.00 ,7659.97 ,,,,205.50 ,278804.00 ,410616.00 ,,,95.55 ,3478.00 ,
2013-02-01,,,,17.77 ,18.10 ,16.18 ,5237.00 ,,3.31 ,66.27 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7589.86 ,,,,,,,,,,,
2013-02-02,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-02-03,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-02-04,,,,17.73 ,18.08 ,16.18 ,5263.00 ,,3.32 ,66.71 ,,,,,42200.00 ,,7662.20 ,,,,,,,,,,,
2013-02-05,,,,17.73 ,18.10 ,16.16 ,5247.00 ,,3.41 ,66.54 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7760.81 ,,,,,,,285.00 ,41.00 ,,,500.00 
2013-02-06,,,,17.67 ,18.12 ,16.14 ,5225.00 ,,3.44 ,65.87 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7797.15 ,,,,,,,,,,,
2013-02-07,,,,17.67 ,18.10 ,16.12 ,5225.00 ,,3.30 ,66.09 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,7826.06 ,,,,,,,,,,,
2013-02-08,,,,17.70 ,18.12 ,16.10 ,5183.00 ,,3.31 ,65.86 ,,,,,42200.00 ,,8009.62 ,,,,,,,,,,,
2013-02-09,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-02-10,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-02-11,,,,,,,,,3.21 ,65.35 ,,,,,42200.00 ,,,,,,,,,,,,,
2013-02-12,,,,,,,,,3.25 ,65.81 ,,,,,42200.00 ,,,,,,,,,,,,,
2013-02-13,,,,,,,,,3.30 ,66.47 ,,,,,42200.00 ,,,,,,,,,,,,,
2013-02-14,,,,,,,,,3.17 ,67.17 ,,,,,42200.00 ,,,,,,,,,,,,,
2013-02-15,,,,,,,,,3.18 ,66.23 ,,,,,42200.00 ,,,,,,,,,,,,,
2013-02-16,,,,,,,,,,,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,,,,,,,,,,,,
2013-02-17,,,,,,,,,,,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,,,,,,,,,,,,
2013-02-18,,,,17.83 ,18.18 ,16.16 ,5184.00 ,,,65.98 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,8583.49 ,,,,,,,,,,,
2013-02-19,,,,17.83 ,18.18 ,16.24 ,5216.00 ,,3.27 ,65.98 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,8232.09 ,,,,,,,,,,,
2013-02-20,,,,17.83 ,18.26 ,16.24 ,5228.00 ,,3.28 ,66.33 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,8716.52 ,,,,,,,286.00 ,41.00 ,,,1200.00 
2013-02-21,,,,17.93 ,18.30 ,16.30 ,5173.00 ,,3.24 ,66.76 ,1050.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,8906.14 ,,,,,,,,,,,
2013-02-22,,,,17.93 ,18.32 ,16.34 ,5197.00 ,,3.25 ,67.11 ,1030.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,8813.44 ,,,,,,,,,,,
2013-02-23,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-02-24,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-02-25,,,,18.13 ,18.34 ,16.36 ,5170.00 ,,3.40 ,68.05 ,1030.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,9695.47 ,,,,,,,,,,,
2013-02-26,,,,18.20 ,18.40 ,16.38 ,5170.00 ,,3.42 ,66.13 ,1030.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,9645.28 ,,,,,,,,,,,
2013-02-27,,,,18.43 ,18.46 ,16.48 ,5191.00 ,,,66.38 ,1030.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,9589.62 ,,,,,,,,,,,
2013-02-28,5956.40 ,931342.00 ,449318.00 ,18.50 ,18.82 ,16.54 ,5183.00 ,11.36 ,3.49 ,67.33 ,1030.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,100.00 ,10046.36 ,13524.44 ,7361.33 ,2164.71 ,144.50 ,300652.00 ,337846.00 ,287.00 ,42.00 ,87.93 ,4629.00 ,2000.00 
2013-03-01,,,,18.53 ,18.84 ,16.54 ,5179.00 ,,3.46 ,67.25 ,1030.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,10486.50 ,,,,,,,,,,,
2013-03-02,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-03-03,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-03-04,,,,18.57 ,18.86 ,16.58 ,5135.00 ,,3.53 ,67.63 ,1030.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,10310.22 ,,,,,,,,,,,
2013-03-05,,,,18.57 ,18.86 ,16.60 ,5156.00 ,,3.52 ,68.33 ,1030.00 ,1330.00 ,1100.00 ,1100.00 ,42200.00 ,,10206.93 ,,,,,,,,,,,
2013-03-06,,,,18.57 ,18.88 ,16.62 ,5150.00 ,,3.48 ,68.59 ,1030.00 ,1300.00 ,1100.00 ,1100.00 ,42200.00 ,,10020.67 ,,,,,,,,,,,
2013-03-07,,,,18.60 ,18.90 ,16.64 ,5155.00 ,,3.50 ,68.95 ,1030.00 ,1300.00 ,1100.00 ,1100.00 ,42200.00 ,,9558.93 ,,,,,,,,,,,
2013-03-08,,,,18.60 ,18.92 ,16.66 ,5168.00 ,,3.62 ,68.58 ,1030.00 ,1300.00 ,1100.00 ,1100.00 ,42200.00 ,,9371.52 ,,,,,,,290.00 ,42.00 ,,,4400.00 
2013-03-09,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-03-10,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-03-11,,,,18.60 ,18.88 ,16.64 ,5164.00 ,,3.64 ,69.04 ,1020.00 ,1250.00 ,1100.00 ,1100.00 ,42200.00 ,,9843.55 ,,,,,,,,,,,
2013-03-12,,,,18.57 ,18.84 ,16.60 ,5155.00 ,,,69.28 ,1020.00 ,1250.00 ,1100.00 ,1100.00 ,42200.00 ,,9613.46 ,,,,,,,,,,,
2013-03-13,,,,18.53 ,18.80 ,16.58 ,5157.00 ,,3.68 ,69.18 ,1020.00 ,1250.00 ,1100.00 ,1100.00 ,42200.00 ,,9419.09 ,,,,,,,,,,,
2013-03-14,,,,18.47 ,18.74 ,16.52 ,5201.00 ,,3.83 ,68.27 ,1020.00 ,1250.00 ,1100.00 ,1100.00 ,42200.00 ,,9350.61 ,,,,,,,,,,,
2013-03-15,,,,18.47 ,18.56 ,16.46 ,5180.00 ,,3.84 ,67.54 ,1020.00 ,1250.00 ,1100.00 ,1100.00 ,42200.00 ,,9533.43 ,,,,,,,,,,,
2013-03-16,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-03-17,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-03-18,,,,18.50 ,18.50 ,16.38 ,5161.00 ,,3.89 ,67.95 ,1020.00 ,1250.00 ,1100.00 ,1100.00 ,42200.00 ,,9702.77 ,,,,,,,,,,,
2013-03-19,,,,18.57 ,18.52 ,16.40 ,5175.00 ,,3.93 ,68.93 ,1010.00 ,1250.00 ,1100.00 ,1100.00 ,42200.00 ,,9423.90 ,,,,,,,,,,,
2013-03-20,,,,18.63 ,18.54 ,16.44 ,5175.00 ,,3.93 ,69.50 ,1010.00 ,1250.00 ,1100.00 ,1100.00 ,42200.00 ,,9662.40 ,,,,,,,,,,,
2013-03-21,,,,18.67 ,18.50 ,16.46 ,5175.00 ,,3.93 ,69.64 ,1010.00 ,1250.00 ,1100.00 ,1070.00 ,42200.00 ,,10053.45 ,,,,,,,,,,,
2013-03-22,,,,18.70 ,18.50 ,16.48 ,5105.00 ,,3.94 ,70.78 ,1010.00 ,1250.00 ,1100.00 ,1070.00 ,42200.00 ,,9918.66 ,,,,,,,291.00 ,43.00 ,,,4300.00 
2013-03-23,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-03-24,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-03-25,,,,18.73 ,18.46 ,16.50 ,5153.00 ,,3.88 ,68.04 ,1010.00 ,1250.00 ,1100.00 ,1070.00 ,42200.00 ,,9891.99 ,,,,,,,,,,,
2013-03-26,,,,18.70 ,18.42 ,16.56 ,5153.00 ,,3.98 ,67.96 ,1010.00 ,1250.00 ,1100.00 ,1070.00 ,42200.00 ,,9565.42 ,,,,,,,,,,,
2013-03-27,,,,18.70 ,18.36 ,16.54 ,5153.00 ,,4.08 ,67.15 ,1010.00 ,1250.00 ,1100.00 ,1070.00 ,42200.00 ,,9601.07 ,,,,,,,,,,,
2013-03-28,,,,18.77 ,18.32 ,16.56 ,5153.00 ,,4.05 ,67.75 ,1010.00 ,1250.00 ,1100.00 ,1070.00 ,42200.00 ,,9364.68 ,,,,,,,,,,,
2013-03-29,,,,18.73 ,18.30 ,16.52 ,5157.00 ,,,,1010.00 ,1250.00 ,1080.00 ,1070.00 ,42200.00 ,,9113.47 ,,,,,,,291.00 ,43.00 ,,,2300.00 
2013-03-30,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-03-31,6954.00 ,1125076.00 ,668091.00 ,,,,,11.36 ,,,,,,,42200.00 ,100.00 ,,19473.41 ,13991.63 ,4535.48 ,229.00 ,303344.00 ,365582.00 ,,,89.93 ,4684.00 ,
2013-04-01,,,,18.70 ,18.34 ,16.48 ,5124.00 ,,,,1010.00 ,1250.00 ,1080.00 ,1070.00 ,42200.00 ,,9272.56 ,,,,,,,,,,,
2013-04-02,,,,18.70 ,18.36 ,16.50 ,5124.00 ,,3.97 ,66.92 ,1000.00 ,1250.00 ,1060.00 ,1070.00 ,42200.00 ,,9033.42 ,,,,,,,,,,,
2013-04-03,,,,18.70 ,18.34 ,16.48 ,5124.00 ,,3.91 ,68.10 ,1000.00 ,1250.00 ,1060.00 ,1070.00 ,42200.00 ,,8741.03 ,,,,,,,,,,,
2013-04-04,,,,,,,,,3.96 ,67.86 ,,,,,42200.00 ,,,,,,,,,,,,,
2013-04-05,,,,,,,,,4.14 ,68.00 ,,,,,42200.00 ,,,,,,,,,,,,,
2013-04-06,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-04-07,,,,,,,,,,,980.00 ,1250.00 ,1060.00 ,1100.00 ,42200.00 ,,,,,,,,,,,,,
2013-04-08,,,,18.70 ,18.28 ,16.46 ,5140.00 ,,4.07 ,67.17 ,980.00 ,1250.00 ,1060.00 ,1080.00 ,42200.00 ,,8925.81 ,,,,,,,,,,,
2013-04-09,,,,18.60 ,18.26 ,16.40 ,5140.00 ,,4.03 ,67.83 ,980.00 ,1250.00 ,1060.00 ,1080.00 ,42200.00 ,,8845.56 ,,,,,,,,,,,
2013-04-10,,,,18.53 ,18.22 ,16.34 ,5140.00 ,,4.10 ,67.94 ,980.00 ,1250.00 ,1060.00 ,1080.00 ,42200.00 ,,8638.41 ,,,,,,,,,,,
2013-04-11,,,,18.53 ,18.18 ,16.32 ,5140.00 ,,4.17 ,68.07 ,980.00 ,1250.00 ,1060.00 ,1100.00 ,42200.00 ,,8690.07 ,,,,,,,,,,,
2013-04-12,,,,18.47 ,18.10 ,16.30 ,5119.00 ,,4.26 ,68.14 ,980.00 ,1250.00 ,1060.00 ,1100.00 ,42200.00 ,,8630.28 ,,,,,,,292.00 ,45.00 ,,,1600.00 
2013-04-13,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-04-14,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-04-15,,,,18.50 ,18.08 ,16.26 ,5034.00 ,,4.16 ,68.32 ,980.00 ,1250.00 ,1060.00 ,1100.00 ,42200.00 ,,8600.07 ,,,,,,,,,,,
2013-04-16,,,,18.53 ,18.10 ,16.22 ,4790.00 ,,4.19 ,68.22 ,980.00 ,1250.00 ,1050.00 ,1100.00 ,42200.00 ,,8829.78 ,,,,,,,,,,,
2013-04-17,,,,18.53 ,18.14 ,16.18 ,4790.00 ,,4.20 ,66.47 ,980.00 ,1250.00 ,1050.00 ,1100.00 ,42200.00 ,,8878.47 ,,,,,,,,,,,
2013-04-18,,,,18.53 ,18.14 ,16.20 ,4790.00 ,,4.41 ,66.11 ,980.00 ,1250.00 ,1050.00 ,1100.00 ,42200.00 ,,9161.89 ,,,,,,,,,,,
2013-04-19,,,,18.57 ,17.50 ,16.22 ,4560.00 ,,4.39 ,66.31 ,980.00 ,1250.00 ,1050.00 ,1100.00 ,42200.00 ,,9409.20 ,,,,,,,292.00 ,44.00 ,,,2100.00 
2013-04-20,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-04-21,,,,,,,,,,,,,,,42200.00 ,,,,,,,,,,,,,
2013-04-22,,,,18.57 ,17.50 ,16.24 ,4600.00 ,,4.25 ,65.52 ,980.00 ,1250.00 ,1050.00 ,1100.00 ,42200.00 ,,9460.88 ,,,,,,,,,,,
2013-04-23,,,,18.63 ,17.52 ,16.26 ,4830.00 ,,4.24 ,65.00 ,980.00 ,1250.00 ,1050.00 ,1100.00 ,42200.00 ,,9145.49 ,,,,,,,,,,,
2013-04-24,,,,18.63 ,17.52 ,16.30 ,5071.00 ,,4.17 ,65.04 ,980.00 ,1250.00 ,1050.00 ,1050.00 ,42200.00 ,,9152.84 ,,,,,,,,,,,
2013-04-25,,,,18.63 ,17.54 ,16.30 ,5071.00 ,,4.17 ,65.12 ,980.00 ,1250.00 ,1050.00 ,1050.00 ,42200.00 ,,9046.54 ,,,,,,,,,,,
2013-04-26,,,,18.67 ,17.56 ,16.32 ,4810.00 ,,4.18 ,64.12 ,980.00 ,1250.00 ,1050.00 ,1050.00 ,42200.00 ,,8264.91 ,,,,,,,,,,,
2013-04-27,,,,,,,,,,,980.00 ,1250.00 ,1050.00 ,1050.00 ,42200.00 ,,,,,,,,,293.00 ,42.00 ,,,2800.00 
