指标名称,出口价格指数(HS2):第58章特种机织物;簇绒织物;花边;装饰毯;装饰带;刺绣品,出口价格指数(HS2):第59章浸渍、涂布、包裹或层压的纺织物;工业用纺织品,出口价格指数(HS2):第60章针织物及钩编织物,出口价格指数(HS2):第64章鞋靴、护腿和类似品及其零件,出口价格指数(HS2):第51章羊毛;动物细毛或粗毛;马毛、纱线及其机织物,现货价:棉花:中等级:布基纳法索RUDY,现货价:粗麻布:纽约,"市场价:全棉坯布:47""21*21 90*50","市场价:人棉坯布:50""30*30 68*68","市场价:涤棉坯布:T/C65/35 21*21 63""108*58","市场价:棉氨弹力布:64""32*32+40D 133*56斜纹","市场价:全棉牛仔布:47""10*7 70*42 3/1","市场价:亚麻粘混纺布:55/45 63""51*47 11*11","市场价:涤棉床上用品布:T/C80/20 82"" 30*30 76*54",产品价格指数:坯布:32支纯棉斜纹布,柯桥纺织:价格指数:坯布类:天然纤维,柯桥纺织:价格指数:坯布类:化学纤维,柯桥纺织:价格指数:坯布类:混纺纤维,中国通州家纺价格指数:宽幅斜纹布,市场价:涤纶长丝牛津布(150D*300D)):盛泽地区,溢流染加工费:牛津布(210克以上):盛泽地区,中国盛泽化纤价格指数:化纤面料:涤纶弹丝牛津布,产量:布:当月值,产量:纱:当月值,产量:棉布:当月值,产量:色织布(含牛仔布):当月值,产量:化学纤维布:当月值,产量:棉混纺布:当月值,产量:印染布:当月值,产量:亚麻布(含亚麻≥55%):当月值,产量:无纺布(无纺织物):当月值,产量:绒线(毛线):当月值,产量:毛机织物(呢绒):当月值,现货价:羊毛纤维(64S):美国,市场价:16支兔羊毛纱80/20,南京进口羊毛价格综合指数,进口数量:羊毛:当月值,纯化纤布:产量:累计值,市场价:腈纶曲珠纱:最低价,柯桥纺织:价格指数:原料类:涤纶,申万行业指数:毛纺,申万行业指数:棉纺,出口金额:毛纺机织物:当月值,申万行业指数:印染
2015-10-25,,,,,,,,,,,,,,,,,,,,,1.00 ,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,68.75 ,0.46 ,5.85 ,4.75 ,7.05 ,8.15 ,7.86 ,9.50 ,7.10 ,5.43 ,147.05 ,109.49 ,99.17 ,119.47 ,2.57 ,,87.60 ,,,,,,,,,,,,,92200.00 ,,,,29300.00 ,75.11 ,3216.23 ,3251.85 ,,3093.21 
2015-10-27,,,,,,68.25 ,0.47 ,,,,,,,,5.42 ,,,,119.00 ,2.57 ,,87.53 ,,,,,,,,,,,,,,,,,,,3184.91 ,3327.29 ,,3106.03 
2015-10-28,,,,,,68.50 ,0.47 ,,,,,,,,5.42 ,,,,118.75 ,2.57 ,1.00 ,87.39 ,,,,,,,,,,,,,,,,,,,3082.23 ,3267.93 ,,3038.47 
2015-10-29,,,,,,68.75 ,,5.85 ,4.75 ,7.05 ,8.15 ,7.86 ,9.50 ,7.10 ,5.42 ,,,,119.36 ,2.57 ,,87.30 ,,,,,,,,,,,,,,,,,,,3172.31 ,3269.52 ,,3072.95 
2015-10-30,,,,,,68.50 ,0.47 ,,,,,,,,5.42 ,,,,119.92 ,2.57 ,1.00 ,87.40 ,,,,,,,,,,,,3.35 ,,7716.00 ,,,,,3158.83 ,3276.27 ,,3083.82 
2015-10-31,100.60 ,98.90 ,100.20 ,107.60 ,94.10 ,,,,,,,,,,,,,,,,,,62.53 ,363.14 ,336966.21 ,23658.55 ,,120003.71 ,422829.85 ,2833.71 ,402575.77 ,34958.11 ,5799.17 ,,,,22480.92 ,,,,,,4747.03 ,
2015-11-01,,,,,,,,,,,,,,,,,,,,,1.00 ,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,69.00 ,0.47 ,,,,,,,,5.42 ,148.67 ,110.63 ,99.50 ,119.75 ,2.57 ,,87.32 ,,,,,,,,,,,,3.35 ,,,,,,74.94 ,3114.22 ,3211.44 ,,3044.53 
2015-11-03,,,,,,69.00 ,0.47 ,,,,,,,,5.42 ,,,,120.47 ,2.57 ,1.00 ,87.25 ,,,,,,,,,,,,3.35 ,,,,,,,3161.63 ,3233.92 ,,3053.48 
2015-11-04,,,,,,68.25 ,0.47 ,,,,,,,,5.42 ,,,,120.74 ,2.57 ,,87.35 ,,,,,,,,,,,,3.35 ,,,,,,,3267.24 ,3379.36 ,,3140.31 
2015-11-05,,,,,,68.00 ,,5.85 ,4.75 ,7.00 ,8.15 ,7.86 ,9.50 ,7.10 ,5.42 ,,,,120.77 ,2.57 ,,87.30 ,,,,,,,,,,,,,,,,,,,3241.27 ,3380.63 ,,3129.61 
2015-11-06,,,,,,67.75 ,0.47 ,,,,,,,,5.42 ,,,,121.39 ,2.57 ,1.00 ,87.21 ,,,,,,,,,,,,3.35 ,,7701.00 ,,,,,3350.99 ,3439.20 ,,3161.51 
2015-11-08,,,,,,,,,,,,,,,,,,,,,1.00 ,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,67.75 ,0.47 ,,,,,,,,5.42 ,150.31 ,111.16 ,100.07 ,121.89 ,2.57 ,,87.38 ,,,,,,,,,,,,3.35 ,92200.00 ,,,,29000.00 ,74.99 ,3481.15 ,3456.01 ,,3159.43 
2015-11-10,,,,,,68.00 ,0.47 ,,,,,,,,5.42 ,,,,122.28 ,2.57 ,,87.26 ,,,,,,,,,,,,3.35 ,,,,,,,3569.55 ,3472.26 ,,3189.57 
2015-11-11,,,,,,,0.47 ,,,,,,,,5.42 ,,,,122.52 ,2.57 ,1.00 ,87.17 ,,,,,,,,,,,,3.35 ,,,,,,,3548.85 ,3516.57 ,,3242.50 
2015-11-12,,,,,,68.25 ,,5.85 ,4.75 ,7.00 ,8.15 ,7.86 ,9.50 ,7.10 ,5.42 ,,,,122.68 ,2.57 ,,87.20 ,,,,,,,,,,,,,,,,,,,3499.66 ,3527.21 ,,3217.26 
2015-11-13,,,,,,68.25 ,0.47 ,5.85 ,4.75 ,7.00 ,8.15 ,7.86 ,9.50 ,7.10 ,5.42 ,,,,122.37 ,2.57 ,1.00 ,87.13 ,,,,,,,,,,,,,,7712.00 ,,,,,3441.84 ,3473.47 ,,3192.52 
2015-11-16,,,,,,68.00 ,0.47 ,5.85 ,4.75 ,6.95 ,8.15 ,7.86 ,9.50 ,7.10 ,5.42 ,151.66 ,111.81 ,100.90 ,122.01 ,2.57 ,1.00 ,87.02 ,,,,,,,,,,,,,92200.00 ,,,,29000.00 ,74.87 ,3513.30 ,3537.48 ,,3242.41 
2015-11-17,,,,,,68.50 ,0.48 ,,,,,,,,5.42 ,,,,121.66 ,2.57 ,,87.10 ,,,,,,,,,,,,,,,,,,,3351.55 ,3522.30 ,,3297.37 
2015-11-18,,,,,,68.50 ,0.48 ,,,,,,,,5.42 ,,,,121.45 ,2.57 ,1.00 ,87.21 ,,,,,,,,,,,,,,,,,,,3290.75 ,3489.46 ,,3287.89 
2015-11-19,,,,,,68.75 ,,,,,,,,,5.42 ,,,,123.69 ,2.57 ,,87.16 ,,,,,,,,,,,,,,,,,,,3384.79 ,3552.13 ,,3339.39 
2015-11-20,,,,,,69.00 ,0.48 ,5.85 ,4.74 ,6.95 ,8.15 ,7.86 ,9.50 ,7.10 ,5.42 ,,,,123.39 ,2.57 ,1.00 ,87.25 ,,,,,,,,,,,,,,7720.00 ,,,,,3376.22 ,3596.44 ,,3384.95 
2015-11-22,,,,,,,,,,,,,,,,,,,,,1.00 ,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,68.75 ,0.48 ,5.85 ,4.74 ,6.95 ,8.15 ,7.86 ,9.50 ,7.10 ,5.42 ,152.20 ,112.50 ,101.69 ,123.44 ,2.57 ,,87.38 ,,,,,,,,,,,,,92200.00 ,,,,29000.00 ,74.59 ,3368.63 ,3617.28 ,,3337.52 
2015-11-24,,,,,,67.50 ,0.47 ,,,,,,,,5.42 ,,,,123.35 ,2.57 ,,87.30 ,,,,,,,,,,,,,,,,,,,3412.97 ,3643.35 ,,3357.31 
2015-11-25,,,,,,67.75 ,0.47 ,,,,,,,,5.42 ,,,,123.15 ,2.57 ,1.00 ,87.21 ,,,,,,,,,,,,,,,,,,,3461.72 ,3691.37 ,,3409.22 
2015-11-26,,,,,,69.00 ,,5.85 ,4.74 ,6.95 ,8.15 ,7.86 ,9.50 ,7.10 ,5.42 ,,,,120.22 ,2.57 ,,87.36 ,,,,,,,,,,,,,,,,,,,3438.07 ,3666.03 ,,3419.70 
2015-11-27,,,,,,69.00 ,,,,,,,,,5.41 ,,,,120.43 ,2.57 ,1.00 ,87.47 ,,,,,,,,,,,,,,7719.00 ,,,,,3177.68 ,3448.21 ,,3235.93 
2015-11-30,102.10 ,98.60 ,101.40 ,112.60 ,96.00 ,69.75 ,0.47 ,,,,,,,,5.41 ,152.93 ,113.18 ,101.94 ,120.61 ,2.57 ,1.00 ,87.56 ,64.60 ,378.00 ,354091.00 ,23439.00 ,169054.00 ,122696.00 ,436130.00 ,3039.00 ,412046.00 ,32881.00 ,6215.00 ,,92200.00 ,,26159.44 ,,29000.00 ,74.38 ,3154.90 ,3538.51 ,4461.07 ,3269.66 
2015-12-01,,,,,,68.75 ,,,,,,,,,5.41 ,,,,120.24 ,2.57 ,,87.42 ,,,,,,,,,,,,,,,,,,,3132.93 ,3608.00 ,,3321.79 
2015-12-02,,,,,,69.75 ,,,,,,,,,5.41 ,,,,120.02 ,2.57 ,1.00 ,87.30 ,,,,,,,,,,,,,,,,,,,3133.28 ,3536.92 ,,3305.68 
2015-12-03,,,,,,69.75 ,,5.85 ,4.74 ,6.95 ,8.15 ,7.86 ,9.50 ,7.10 ,5.41 ,,,,120.69 ,2.57 ,,87.51 ,,,,,,,,,,,,,,,,,,,3192.99 ,3634.59 ,,3374.44 
2015-12-04,,,,,,70.25 ,0.47 ,,,,,,,,5.41 ,,,,120.54 ,2.57 ,1.00 ,87.40 ,,,,,,,,,,,,,,7789.00 ,,,,,3223.26 ,3654.57 ,,3354.36 
2015-12-06,,,,,,,,,,,,,,,,,,,,,1.00 ,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,71.00 ,0.47 ,,,,,,,,5.41 ,152.53 ,113.76 ,101.45 ,120.45 ,2.57 ,,87.30 ,,,,,,,,,,,,,92300.00 ,,,,29000.00 ,74.33 ,3283.50 ,3697.52 ,,3505.84 
2015-12-08,,,,,,70.50 ,0.47 ,,,,,,,,5.41 ,,,,120.85 ,2.57 ,,87.21 ,,,,,,,,,,,,,,,,,,,3232.92 ,3622.51 ,,3581.47 
2015-12-09,,,,,,70.25 ,,,,,,,,,5.41 ,,,,121.08 ,2.57 ,1.00 ,87.32 ,,,,,,,,,,,,,,,,,,,3194.98 ,3602.37 ,,3775.44 
2015-12-10,,,,,,70.50 ,,5.85 ,4.74 ,6.95 ,8.15 ,7.86 ,9.50 ,7.10 ,5.41 ,,,,121.50 ,2.57 ,,87.20 ,,,,,,,,,,,,,,,,,,,3160.98 ,3579.04 ,,3911.72 
2015-12-11,,,,,,69.50 ,0.49 ,,,,,,,,5.41 ,,,,121.67 ,2.57 ,1.00 ,87.07 ,,,,,,,,,,,,,,7742.00 ,,,,,3134.95 ,3602.93 ,,4079.05 
2015-12-13,,,,,,,,,,,,,,,,,,,,,1.00 ,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,69.50 ,0.49 ,5.85 ,4.73 ,6.95 ,8.15 ,7.86 ,9.50 ,7.10 ,5.41 ,153.20 ,114.49 ,101.51 ,121.30 ,2.40 ,,87.15 ,,,,,,,,,,,,,92300.00 ,,,,29000.00 ,74.27 ,3191.46 ,3631.83 ,,4337.86 
2015-12-15,,,,,,69.25 ,0.49 ,,,,,,,,5.41 ,,,,120.45 ,2.40 ,,87.30 ,,,,,,,,,,,,,,,,,,,3282.31 ,3658.16 ,,4396.39 
2015-12-16,,,,,,69.25 ,0.49 ,,,,,,,,5.41 ,,,,125.22 ,2.40 ,1.00 ,87.20 ,,,,,,,,,,,,,,,,,,,3381.45 ,3664.61 ,,4493.01 
2015-12-17,,,,,,69.25 ,,5.85 ,4.73 ,6.93 ,8.15 ,7.86 ,9.50 ,7.10 ,5.41 ,,,,125.17 ,2.40 ,,87.11 ,,,,,,,,,,,,,,,,,,,3546.95 ,3744.37 ,,4584.89 
2015-12-18,,,,,,69.00 ,0.49 ,,,,,,,,5.41 ,,,,124.53 ,2.40 ,1.00 ,87.02 ,,,,,,,,,,,,3.41 ,,7747.00 ,,,,,3641.22 ,3714.15 ,,4464.97 
2015-12-21,,,,,,69.75 ,0.49 ,5.85 ,4.73 ,6.93 ,8.15 ,7.86 ,9.50 ,7.10 ,5.41 ,155.75 ,110.71 ,102.97 ,125.03 ,2.40 ,1.00 ,87.05 ,,,,,,,,,,,,,,,,,,74.19 ,3621.94 ,3768.34 ,,4243.45 
2015-12-22,,,,,,69.25 ,,,,,,,,,5.41 ,,,,126.19 ,2.40 ,,87.01 ,,,,,,,,,,,,,,,,,,,3627.03 ,3823.68 ,,4339.93 
2015-12-23,,,,,,69.25 ,0.49 ,,,,,,,,5.41 ,,,,122.08 ,2.40 ,1.00 ,87.04 ,,,,,,,,,,,,,,,,,,,3589.98 ,3788.28 ,,4150.73 
2015-12-24,,,,,,69.00 ,,5.85 ,4.73 ,6.93 ,8.15 ,7.86 ,9.50 ,7.10 ,5.40 ,,,,121.86 ,2.40 ,,87.06 ,,,,,,,,,,,,,,,,,,,3715.30 ,3736.60 ,,4157.30 
2015-12-25,,,,,,,,,,,,,,,5.40 ,,,,123.42 ,2.40 ,1.00 ,87.10 ,,,,,,,,,,,,,,,,,,,3792.83 ,3786.22 ,,4130.21 
2015-12-28,,,,,,,,,,,,,,,5.40 ,155.62 ,112.07 ,101.13 ,123.90 ,2.40 ,1.00 ,87.09 ,,,,,,,,,,,,,,,,,,73.91 ,3703.34 ,3676.19 ,,3984.08 
2015-12-29,,,,,,,0.49 ,,,,,,,,5.40 ,,,,123.68 ,2.40 ,,87.06 ,,,,,,,,,,,,,,,,,,,3781.18 ,3703.96 ,,4060.42 
2015-12-30,,,,,,70.00 ,0.49 ,,,,,,,,5.40 ,,,,123.72 ,2.40 ,1.00 ,87.08 ,,,,,,,,,,,,,,,,,,,3851.78 ,3751.90 ,,4157.49 
2015-12-31,97.80 ,93.90 ,101.10 ,105.80 ,98.20 ,70.00 ,,,,,,,,,5.40 ,,,,123.96 ,2.40 ,,87.09 ,66.00 ,387.20 ,,,,,,,,,,,,,19417.05 ,,,,3861.26 ,3723.73 ,3753.14 ,3918.87 
2016-01-03,,,,,,,0.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,69.25 ,0.49 ,5.85 ,4.73 ,6.93 ,8.15 ,7.86 ,9.50 ,7.10 ,5.40 ,154.78 ,110.85 ,100.92 ,123.47 ,2.40 ,1.00 ,87.10 ,,,,,,,,,,,,,,,,,,73.63 ,3522.64 ,3448.96 ,,3608.30 
2016-01-05,,,,,,68.75 ,0.50 ,,,,,,,,5.40 ,,,,122.86 ,2.40 ,,87.12 ,,,,,,,,,,,,,,,,,,,3450.70 ,3441.66 ,,3623.99 
2016-01-06,,,,,,69.00 ,,,,,,,,,5.40 ,,,,122.31 ,2.40 ,1.00 ,87.15 ,,,,,,,,,,,,,,,,,,,3499.72 ,3598.95 ,,3703.21 
2016-01-07,,,,,,68.50 ,0.50 ,,,,,,,,5.40 ,,,,121.57 ,2.40 ,,87.14 ,,,,,,,,,,,,,,,,,,,3189.20 ,3292.24 ,,3363.62 
2016-01-08,,,,,,68.00 ,0.50 ,,,,,,,,5.40 ,,,,121.43 ,2.40 ,,87.17 ,,,,,,,,,,,,,,7756.00 ,,,,,3167.24 ,3396.53 ,,3472.54 
2016-01-11,,,,,,68.00 ,0.50 ,5.85 ,4.72 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.40 ,155.01 ,111.14 ,101.51 ,120.53 ,2.40 ,,87.19 ,,,,,,,,,,,,,92300.00 ,,,,29000.00 ,73.55 ,2955.67 ,3141.51 ,,3310.51 
2016-01-12,,,,,,68.00 ,,,,,,,,,5.40 ,,,,120.01 ,2.47 ,,87.20 ,,,,,,,,,,,,,,,,,,,3072.04 ,3058.79 ,,3237.24 
2016-01-13,,,,,,68.00 ,,,,,,,,,5.40 ,,,,120.02 ,2.47 ,,87.13 ,,,,,,,,,,,,,,,,,,,2995.37 ,2903.11 ,,2979.04 
2016-01-14,,,,,,68.50 ,,,,,,,,,5.39 ,,,,120.10 ,2.47 ,,87.10 ,,,,,,,,,,,,,,,,,,,3159.96 ,2999.41 ,,3080.02 
2016-01-15,,,,,,68.25 ,0.53 ,5.85 ,4.72 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.39 ,,,,120.00 ,2.47 ,1.00 ,87.12 ,,,,,,,,,,,,,,7799.00 ,,,,,3150.59 ,2822.80 ,,2860.12 
2016-01-18,,,,,,67.75 ,,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.39 ,155.03 ,109.00 ,102.13 ,120.01 ,2.47 ,,87.13 ,,,,,,,,,,,,,92300.00 ,,,,29000.00 ,73.32 ,3205.84 ,2871.04 ,,3006.57 
2016-01-19,,,,,,67.75 ,0.54 ,,,,,,,,5.39 ,,,,122.07 ,2.47 ,,87.15 ,,,,,,,,,,,,,,,,,,,3352.71 ,3001.26 ,,3112.81 
2016-01-20,,,,,,68.75 ,0.54 ,,,,,,,,5.39 ,,,,121.94 ,2.47 ,,87.17 ,,,,,,,,,,,,,,,,,,,3281.24 ,2985.63 ,,3122.18 
2016-01-21,,,,,,68.25 ,,,,,,,,,5.39 ,,,,122.17 ,2.47 ,,87.16 ,,,,,,,,,,,,,,,,,,,3073.31 ,2824.57 ,,3002.46 
2016-01-22,,,,,,68.50 ,0.54 ,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.39 ,,,,122.11 ,2.47 ,,87.14 ,,,,,,,,,,,,,,7812.00 ,,,,,3085.11 ,2847.29 ,,3100.62 
2016-01-25,,,,,,68.75 ,0.54 ,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.39 ,155.19 ,109.51 ,102.12 ,122.20 ,2.47 ,,87.13 ,,,,,,,,,,,,,92300.00 ,,,,29000.00 ,73.36 ,3131.06 ,2874.67 ,,3075.27 
2016-01-26,,,,,,68.00 ,0.54 ,,,,,,,,5.39 ,,,,120.33 ,2.47 ,,87.11 ,,,,,,,,,,,,,,,,,,,2904.11 ,2618.25 ,,2803.12 
2016-01-27,,,,,,67.75 ,0.54 ,,,,,,,,5.38 ,,,,120.92 ,2.47 ,1.00 ,87.12 ,,,,,,,,,,,,,,,,,,,2827.05 ,2554.04 ,,2845.78 
2016-01-28,,,,,,67.25 ,0.54 ,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.38 ,,,,120.81 ,2.47 ,,87.09 ,,,,,,,,,,,,,,,,,,,2663.01 ,2415.99 ,,2666.78 
2016-01-29,,,,,,67.75 ,0.54 ,,,,,,,,5.38 ,,,,121.01 ,2.47 ,1.00 ,87.07 ,,,,,,,,,,,,,,7754.00 ,,,,,2776.66 ,2517.31 ,,2812.63 
2016-01-31,96.10 ,98.90 ,101.90 ,102.70 ,94.30 ,,,,,,,,,,,,,,,,1.00 ,,,,,,,,,,,,,,,,30659.00 ,,,,,,3557.40 ,
2016-02-01,,,,,,67.50 ,,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.38 ,150.17 ,107.44 ,99.62 ,121.87 ,,,,,,,,,,,,,,,,,,,,,73.27 ,2768.55 ,2516.82 ,,2797.24 
2016-02-02,,,,,,68.00 ,0.54 ,,,,,,,,5.38 ,,,,122.69 ,,,,,,,,,,,,,,,,,,,,,,2892.97 ,2621.00 ,,2847.13 
2016-02-03,,,,,,68.50 ,0.54 ,,,,,,,,5.38 ,,,,,,1.00 ,,,,,,,,,,,,,,,,,,,,2904.27 ,2633.21 ,,2861.02 
2016-02-04,,,,,,68.25 ,0.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960.67 ,2712.79 ,,2899.55 
2016-02-05,,,,,,67.00 ,,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,2917.90 ,2691.13 ,,2885.43 
2016-02-12,,,,,,65.50 ,0.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,65.50 ,,,,,,,,,5.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,2917.71 ,2689.75 ,,2868.82 
2016-02-16,,,,,,65.50 ,,,,,,,,,5.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,3004.10 ,2806.75 ,,2945.94 
2016-02-17,,,,,,66.50 ,0.53 ,,,,,,,,5.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,3086.65 ,2825.98 ,,2967.02 
2016-02-18,,,,,,66.25 ,,,,,,,,,5.38 ,,,,122.27 ,,,,,,,,,,,,,,,,,,,,,,3112.82 ,2827.74 ,,2977.24 
2016-02-19,,,,,,66.50 ,0.53 ,,,,,,,,5.37 ,,,,121.95 ,,,,,,,,,,,,,,,,,7753.00 ,,,,,3127.90 ,2879.63 ,,3022.75 
2016-02-22,,,,,,66.50 ,0.53 ,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.37 ,,,,121.68 ,2.47 ,1.00 ,87.10 ,,,,,,,,,,,,,92300.00 ,,,,29000.00 ,,3193.59 ,2938.63 ,,3041.76 
2016-02-23,,,,,,65.75 ,0.51 ,,,,,,,,5.37 ,,,,121.23 ,2.47 ,,87.12 ,,,,,,,,,,,,,,,,,,,3217.24 ,2896.19 ,,3080.75 
2016-02-24,,,,,,65.25 ,0.51 ,,,,,,,,5.37 ,,,,119.67 ,2.43 ,1.00 ,87.13 ,,,,,,,,,,,,,,,,,,,3211.27 ,2888.39 ,,3170.58 
2016-02-25,,,,,,64.75 ,,,,,,,,,5.36 ,,,,119.12 ,2.43 ,,87.11 ,,,,,,,,,,,,,,,,,,,2933.69 ,2653.81 ,,3058.75 
2016-02-26,,,,,,65.00 ,,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.36 ,,,,119.16 ,2.43 ,,87.07 ,,,,,,,,,,,,,,7780.00 ,,,,,2949.61 ,2672.16 ,,3128.99 
2016-02-29,99.50 ,97.40 ,100.30 ,97.70 ,99.60 ,64.75 ,0.51 ,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.36 ,,,,119.46 ,2.43 ,,87.10 ,,,,,,,,,,,,,,,19211.00 ,,,,2731.36 ,2530.15 ,2295.10 ,3039.21 
2016-03-01,,,,,,64.00 ,0.51 ,,,,,,,,5.36 ,,,,118.78 ,2.43 ,,87.12 ,,,,,,,,,,,,,,,,,,,2781.66 ,2586.16 ,,3103.20 
2016-03-02,,,,,,63.75 ,0.51 ,,,,,,,,5.36 ,,,,118.62 ,2.43 ,1.00 ,87.15 ,,,,,,,,,,,,,,,,,,,2948.02 ,2724.14 ,,3182.00 
2016-03-03,,,,,,63.75 ,0.51 ,,,,,,,,5.36 ,,,,119.85 ,2.43 ,,87.20 ,,,,,,,,,,,,,92300.00 ,,,,29000.00 ,,2923.96 ,2725.79 ,,3196.34 
2016-03-04,,,,,,64.25 ,0.51 ,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.36 ,,,,120.99 ,2.43 ,1.00 ,87.26 ,,,,,,,,,,,,,,7766.00 ,,,,,2839.16 ,2663.88 ,,3073.01 
2016-03-06,,,,,,,,,,,,,,,,,,,,,1.00 ,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,65.00 ,0.51 ,,,,,,,,5.36 ,151.26 ,109.10 ,99.30 ,120.60 ,2.43 ,,87.24 ,,,,,,,,,,,,,92300.00 ,,,,29000.00 ,73.37 ,2904.76 ,2727.42 ,,3152.16 
2016-03-08,,,,,,65.25 ,0.51 ,,,,,,,,5.36 ,,,,121.35 ,2.43 ,,87.28 ,,,,,,,,,,,,,,,,,,,2995.26 ,2736.96 ,,3163.64 
2016-03-09,,,,,,64.75 ,0.51 ,,,,,,,,5.36 ,,,,122.60 ,2.43 ,1.00 ,87.25 ,,,,,,,,,,,,,,,,,,,3006.44 ,2675.17 ,,3086.96 
2016-03-10,,,,,,64.50 ,0.51 ,,,,,,,,5.36 ,,,,121.59 ,2.43 ,,87.22 ,,,,,,,,,,,,,,,,,,,2947.59 ,2639.36 ,,3070.08 
2016-03-11,,,,,,64.75 ,0.51 ,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.36 ,,,,120.73 ,2.43 ,1.00 ,87.33 ,,,,,,,,,,,,,,7769.00 ,,,,,2922.47 ,2635.40 ,,3079.76 
2016-03-13,,,,,,,,,,,,,,,,,,,,,1.00 ,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,65.25 ,0.51 ,5.85 ,4.70 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.35 ,152.54 ,110.18 ,102.68 ,123.47 ,2.43 ,,87.35 ,,,,,,,,,,,,,92300.00 ,,,,29000.00 ,73.89 ,3034.43 ,2706.11 ,,3209.26 
2016-03-15,,,,,,66.25 ,0.51 ,,,,,,,,5.35 ,,,,123.24 ,2.43 ,,87.34 ,,,,,,,,,,,,,,,,,,,3025.91 ,2696.98 ,,3225.82 
2016-03-16,,,,,,66.25 ,0.51 ,,,,,,,,5.35 ,,,,122.68 ,2.43 ,1.00 ,87.32 ,,,,,,,,,,,,,,,,,,,2984.50 ,2695.12 ,,3211.59 
2016-03-17,,,,,,66.25 ,,,,,,,,,5.35 ,,,,122.77 ,2.43 ,,87.30 ,,,,,,,,,,,,,,,,,,,3080.89 ,2787.01 ,,3261.57 
2016-03-18,,,,,,66.25 ,0.51 ,5.85 ,4.72 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.35 ,,,,122.85 ,2.43 ,,87.33 ,,,,,,,,,,,,3.65 ,,7792.00 ,,,,,3220.82 ,2876.58 ,,3314.96 
2016-03-20,,,,,,,,,,,,,,,,,,,,,1.00 ,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,65.00 ,0.51 ,5.85 ,4.72 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.35 ,153.46 ,112.59 ,98.10 ,120.70 ,2.43 ,,87.45 ,,,,,,,,,,,,3.65 ,92300.00 ,,,,29000.00 ,73.84 ,3289.20 ,2937.47 ,,3361.04 
2016-03-22,,,,,,66.00 ,0.52 ,,,,,,,,5.34 ,,,,120.65 ,2.43 ,,87.48 ,,,,,,,,,,,,3.65 ,,,,,,,3217.90 ,2920.96 ,,3365.77 
2016-03-23,,,,,,66.25 ,0.52 ,,,,,,,,5.34 ,,,,120.08 ,2.43 ,,87.55 ,,,,,,,,,,,,3.65 ,,,,,,,3243.14 ,2944.44 ,,3361.94 
2016-03-24,,,,,,,0.52 ,,,,,,,,5.34 ,,,,120.49 ,2.43 ,,87.52 ,,,,,,,,,,,,3.65 ,,,,,,,3203.45 ,2888.35 ,,3322.19 
2016-03-25,,,,,,,,5.85 ,4.72 ,6.90 ,8.15 ,7.86 ,9.50 ,7.10 ,5.34 ,,,,120.55 ,2.43 ,,87.47 ,,,,,,,,,,,,,,7781.00 ,,,,,3257.41 ,2909.18 ,,3363.71 
