指标名称,鱼珠:成交均价:原木:国产柞木,中国石油:期末平均实现价格:润滑油,产量:挖掘机:当月值,市场价:无缝钢管:20# 219*6:全国,煤炭运价:秦皇岛港-上海/乍浦:1.5-2万吨,大秦线煤炭运量:当月值,煤炭调度:京唐港煤炭公司:铁路调入量,煤炭特殊运价:大秦线、丰沙大线、京原线、京秦线,价格:新加坡:瓦斯油/柴油,PMI:生产,PMI:主要原材料购进价格,用电量:山西:当月值,市场价:汽油(93#):全国,城镇登记失业率,GDP:不变价:工业:当季同比,产量:粗钢:当月值,产量:钢材:当月值,中国大宗商品价格指数:钢铁类,钢材价格指数:长材
2017-01-23,,,,,36.00 ,,10.00 ,,,,,,,,,,,,
2017-01-24,,,,,,,7.40 ,,,,,,,,,,,,
2017-01-25,,,,,38.00 ,,9.60 ,,,,,,,,,,,,
2017-01-26,,,,,,,7.00 ,,,,,,,,,,,,98.33 
2017-01-27,,,,,,,7.00 ,,,,,,,,,,,,
2017-01-28,,,,,,,7.40 ,,,,,,,,,,,,
2017-01-29,,,,,,,4.40 ,,,,,,,,,,,,
2017-01-30,,,,,,,5.20 ,,,,,,,,,,,,
2017-01-31,,,,,,3519.00 ,5.20 ,,65.90 ,53.10 ,64.50 ,1607826.00 ,,,,,,102.49 ,
2017-02-01,,,,,,,7.40 ,,,,,,,,,,,,
2017-02-02,,,,,,,9.50 ,,,,,,,,,,,,
2017-02-03,,,,,,,5.60 ,,,,,,,,,,,,
2017-02-04,,,,,,,7.60 ,,,,,,,,,,,,
2017-02-05,,,,,,,4.00 ,,,,,,,,,,,,
2017-02-06,,,,,,,5.50 ,,,,,,,,,,,,
2017-02-07,,,,,33.00 ,,3.30 ,,,,,,,,,,,,
2017-02-08,,,,,34.00 ,,6.30 ,,,,,,,,,,,,
2017-02-09,,,,,35.00 ,,3.30 ,,,,,,,,,,,,
2017-02-10,,,,4197.50 ,,,6.00 ,,,,,,6526.90 ,,,,,,99.26 
2017-02-11,,,,,,,6.00 ,,,,,,,,,,,,
2017-02-12,,,,,,,9.50 ,,,,,,,,,,,,
2017-02-13,,,,,36.00 ,,3.70 ,,,,,,,,,,,,
2017-02-14,,,,,35.00 ,,7.50 ,,,,,,,,,,,,
2017-02-15,,,,,35.00 ,,6.00 ,,,,,,,,,,,,
2017-02-16,,,,,,,7.80 ,,,,,,,,,,,,
2017-02-17,,,,,34.00 ,,6.30 ,,,,,,,,,,,,103.09 
2017-02-18,,,,,,,6.00 ,,,,,,,,,,,,
2017-02-19,,,,,,,5.60 ,,,,,,,,,,,,
2017-02-20,,,,4333.20 ,35.00 ,,4.50 ,,,,,,6504.50 ,,,,,,
2017-02-21,,,,,35.00 ,,5.60 ,,,,,,,,,,,,
2017-02-22,,,,,35.00 ,,6.70 ,,,,,,,,,,,,
2017-02-23,,,,,,,9.30 ,,,,,,,,,,,,
2017-02-24,,,,,,,3.00 ,,,,,,,,,,,,108.35 
2017-02-25,,,,,,,8.30 ,,,,,,,,,,,,
2017-02-26,,,,,,,3.70 ,,,,,,,,,,,,
2017-02-27,,,,,45.00 ,,5.50 ,,,,,,,,,,,,
2017-02-28,,,,4483.60 ,45.00 ,3013.00 ,4.10 ,,67.34 ,53.70 ,64.20 ,1478842.00 ,6467.90 ,,,,,105.98 ,
2017-03-01,,,,,,,5.60 ,,,,,,,,,,,,
2017-03-02,,,,,,,8.50 ,,,,,,,,,,,,
2017-03-03,,,,,,,7.20 ,,,,,,,,,,,,111.50 
2017-03-04,,,,,,,8.00 ,,,,,,,,,,,,
2017-03-05,,,,,,,7.50 ,,,,,,,,,,,,
2017-03-06,,,,,55.00 ,,6.60 ,,,,,,,,,,,,
2017-03-07,,,,,55.00 ,,7.20 ,,,,,,,,,,,,
2017-03-08,,,,,,,8.50 ,,,,,,,,,,,,
2017-03-09,,,,,,,8.40 ,,,,,,,,,,,,
2017-03-10,,,,4509.90 ,,,8.60 ,,,,,,6433.80 ,,,,,,110.15 
2017-03-11,,,,,,,7.20 ,,,,,,,,,,,,
2017-03-12,,,,,,,7.40 ,,,,,,,,,,,,
2017-03-13,,,,,53.00 ,,9.10 ,,,,,,,,,,,,
2017-03-14,,,,,53.00 ,,6.60 ,,,,,,,,,,,,
2017-03-15,,,,,,,8.10 ,,,,,,,,,,,,
2017-03-16,,,,,,,8.10 ,,,,,,,,,,,,
2017-03-17,,,,,,,6.30 ,,,,,,,,,,,,111.41 
2017-03-18,,,,,,,7.80 ,,,,,,,,,,,,
2017-03-19,,,,,,,7.40 ,,,,,,,,,,,,
2017-03-20,,,,4514.70 ,,,7.00 ,,,,,,6352.40 ,,,,,,
2017-03-21,,,,,51.00 ,,7.80 ,,,,,,,,,,,,
2017-03-22,,,,,,,6.60 ,,,,,,,,,,,,
2017-03-23,,,,,,,6.70 ,,,,,,,,,,,,
2017-03-24,,,,,50.00 ,,5.60 ,,,,,,,,,,,,109.51 
2017-03-25,,,,,,,7.00 ,,,,,,,,,,,,
2017-03-26,,,,,,,7.60 ,,,,,,,,,,,,
2017-03-27,,,,,48.00 ,,6.00 ,,,,,,,,,,,,
2017-03-28,,,,,,,8.20 ,,,,,,,,,,,,
2017-03-29,,,,,49.00 ,,7.40 ,,,,,,,,,,,,
2017-03-30,,,,,,,7.50 ,,,,,,,,,,,,
2017-03-31,4150.00 ,,19292.00 ,4520.20 ,,3841.00 ,7.00 ,,63.09 ,54.20 ,59.30 ,1675133.00 ,6295.70 ,3.97 ,6.50 ,7199.50 ,9676.40 ,108.61 ,107.22 
2017-04-01,,,,,,,8.30 ,,,,,,,,,,,,
2017-04-02,,,,,,,6.90 ,,,,,,,,,,,,
2017-04-03,,,,,,,7.00 ,,,,,,,,,,,,
2017-04-04,,,,,,,6.60 ,,,,,,,,,,,,
2017-04-05,,,,,45.00 ,,6.60 ,,,,,,,,,,,,
2017-04-06,,,,,42.00 ,,6.70 ,,,,,,,,,,,,
2017-04-07,,,,,42.00 ,,7.00 ,,,,,,,,,,,,106.92 
2017-04-08,,,,,,,6.00 ,,,,,,,,,,,,
2017-04-09,,,,,,,5.00 ,,,,,,,,,,,,
2017-04-10,,,,4480.70 ,42.00 ,,3.70 ,,,,,,6334.20 ,,,,,,
2017-04-11,,,,,,,4.00 ,,,,,,,,,,,,
2017-04-12,,,,,42.00 ,,3.70 ,,,,,,,,,,,,
2017-04-13,,,,,,,6.70 ,,,,,,,,,,,,
2017-04-14,,,,,40.00 ,,6.20 ,,,,,,,,,,,,101.55 
2017-04-15,,,,,,,4.80 ,,,,,,,,,,,,
2017-04-16,,,,,,,5.50 ,,,,,,,,,,,,
2017-04-17,,,,,,,6.00 ,,,,,,,,,,,,
2017-04-18,,,,,,,6.00 ,,,,,,,,,,,,
2017-04-19,,,,,39.00 ,,3.80 ,,,,,,,,,,,,
2017-04-20,,,,4429.30 ,37.00 ,,6.00 ,,,,,,6595.70 ,,,,,,
2017-04-21,,,,,,,6.00 ,,,,,,,,,,,,97.61 
2017-04-22,,,,,,,4.90 ,,,,,,,,,,,,
2017-04-23,,,,,,,5.20 ,,,,,,,,,,,,
2017-04-24,,,,,,,6.90 ,,,,,,,,,,,,
2017-04-25,,,,,35.00 ,,6.20 ,,,,,,,,,,,,
2017-04-26,,,,,,,7.60 ,,,,,,,,,,,,
2017-04-27,,,,,32.00 ,,7.00 ,,,,,,,,,,,,
2017-04-28,,,,,32.00 ,,6.70 ,,,,,,,,,,,,98.48 
2017-04-29,,,,,,,7.40 ,,,,,,,,,,,,
2017-04-30,4200.00 ,,18676.00 ,4352.80 ,,3291.00 ,7.40 ,,64.98 ,53.80 ,51.80 ,1605632.00 ,6582.30 ,,,7277.70 ,9489.80 ,97.53 ,
2017-05-01,,,,,,,6.70 ,,,,,,,,,,,,
2017-05-02,,,,,,,7.40 ,,,,,,,,,,,,
2017-05-03,,,,,32.00 ,,7.90 ,,,,,,,,,,,,
2017-05-04,,,,,32.00 ,,7.00 ,,,,,,,,,,,,
2017-05-05,,,,,31.00 ,,6.60 ,,,,,,,,,,,,101.18 
2017-05-06,,,,,,,7.00 ,,,,,,,,,,,,
2017-05-07,,,,,,,6.70 ,,,,,,,,,,,,
2017-05-08,,,,,33.00 ,,6.50 ,,,,,,,,,,,,
2017-05-09,,,,,33.00 ,,5.60 ,,,,,,,,,,,,
2017-05-10,,,,4362.00 ,30.00 ,,6.70 ,,,,,,6505.20 ,,,,,,
2017-05-11,,,,,,,6.70 ,,,,,,,,,,,,
2017-05-12,,,,,,,7.90 ,,,,,,,,,,,,102.65 
2017-05-13,,,,,,,7.40 ,,,,,,,,,,,,
2017-05-14,,,,,,,7.80 ,,,,,,,,,,,,
2017-05-15,,,,,33.00 ,,6.70 ,,,,,,,,,,,,
2017-05-16,,,,,32.00 ,,7.40 ,,,,,,,,,,,,
2017-05-17,,,,,,,7.40 ,,,,,,,,,,,,
2017-05-18,,,,,34.00 ,,8.50 ,,,,,,,,,,,,
2017-05-19,,,,,,,6.70 ,,,,,,,,,,,,105.31 
2017-05-20,,,,4309.80 ,,,6.60 ,,,,,,6432.20 ,,,,,,
2017-05-21,,,,,,,7.80 ,,,,,,,,,,,,
2017-05-22,,,,,,,6.70 ,,,,,,,,,,,,
2017-05-23,,,,,35.00 ,,8.00 ,,,,,,,,,,,,
2017-05-24,,,,,35.00 ,,7.80 ,,,,,,,,,,,,
2017-05-25,,,,,,,8.80 ,,,,,,,,,,,,
2017-05-26,,,,,34.00 ,,7.00 ,,,,,,,,,,,,108.39 
2017-05-27,,,,,,,9.10 ,,,,,,,,,,,,
2017-05-28,,,,,,,7.80 ,,,,,,,,,,,,
2017-05-29,,,,,,,7.50 ,,,,,,,,,,,,
2017-05-30,,,,,,,7.80 ,,,,,,,,,,,,
2017-05-31,4200.00 ,,16675.00 ,4314.50 ,33.00 ,3765.00 ,8.80 ,,61.74 ,53.40 ,49.50 ,1472735.00 ,6431.70 ,,,7225.90 ,9578.20 ,99.38 ,
2017-06-01,,,,,,,7.50 ,,,,,,,,,,,,
2017-06-02,,,,,,,8.50 ,,,,,,,,,,,,107.44 
2017-06-03,,,,,,,6.70 ,,,,,,,,,,,,
2017-06-04,,,,,,,8.50 ,,,,,,,,,,,,
2017-06-05,,,,,,,7.40 ,,,,,,,,,,,,
2017-06-06,,,,,,,9.40 ,,,,,,,,,,,,
2017-06-07,,,,,,,7.00 ,,,,,,,,,,,,
2017-06-08,,,,,,,7.80 ,,,,,,,,,,,,
2017-06-09,,,,,,,7.00 ,,,,,,,,,,,,105.07 
2017-06-10,,,,4296.50 ,,,9.00 ,,,,,,6372.90 ,,,,,,
2017-06-11,,,,,,,6.00 ,,,,,,,,,,,,
2017-06-12,,,,,,,7.00 ,,,,,,,,,,,,
2017-06-13,,,,,,,8.10 ,,,,,,,,,,,,
2017-06-14,,,,,,,7.40 ,,,,,,,,,,,,
2017-06-15,,,,,,,7.00 ,,,,,,,,,,,,
2017-06-16,,,,,,,6.70 ,,,,,,,,,,,,105.02 
2017-06-17,,,,,,,5.50 ,,,,,,,,,,,,
2017-06-18,,,,,,,7.40 ,,,,,,,,,,,,
2017-06-19,,,,,,,7.00 ,,,,,,,,,,,,
2017-06-20,,,,4319.00 ,,,6.70 ,,,,,,6220.40 ,,,,,,
2017-06-21,,,,,,,7.40 ,,,,,,,,,,,,
2017-06-22,,,,,,,5.60 ,,,,,,,,,,,,
2017-06-23,,,,,,,9.00 ,,,,,,,,,,,,105.79 
2017-06-24,,,,,,,5.90 ,,,,,,,,,,,,
2017-06-25,,,,,,,6.90 ,,,,,,,,,,,,
2017-06-26,,,,,,,7.00 ,,,,,,,,,,,,
2017-06-27,,,,,,,8.50 ,,,,,,,,,,,,
2017-06-28,,,,,,,6.60 ,,,,,,,,,,,,
2017-06-29,,,,,,,8.80 ,,,,,,,,,,,,
2017-06-30,4150.00 ,,14730.00 ,4405.80 ,,3575.00 ,6.70 ,,58.31 ,54.40 ,50.40 ,1566641.00 ,6059.70 ,3.95 ,6.60 ,7323.00 ,9757.00 ,102.31 ,106.73 
2017-07-01,,,,,,,8.10 ,,,,,,,,,,,,
2017-07-02,,,,,,,7.70 ,,,,,,,,,,,,
2017-07-03,,,,,,,6.00 ,,,,,,,,,,,,
2017-07-04,,,,,,,6.30 ,,,,,,,,,,,,
2017-07-05,,,,,,,7.60 ,,,,,,,,,,,,
2017-07-06,,,,,,,6.70 ,,,,,,,,,,,,
2017-07-07,,,,,,,6.70 ,,,,,,,,,,,,108.19 
2017-07-08,,,,,,,4.50 ,,,,,,,,,,,,
2017-07-09,,,,,,,7.60 ,,,,,,,,,,,,
2017-07-10,,,,4468.20 ,,,5.00 ,,,,,,6026.10 ,,,,,,
2017-07-11,,,,,,,8.30 ,,,,,,,,,,,,
2017-07-12,,,,,,,6.70 ,,,,,,,,,,,,
2017-07-13,,,,,,,6.30 ,,,,,,,,,,,,
2017-07-14,,,,,,,6.00 ,,,,,,,,,,,,110.04 
2017-07-15,,,,,,,5.60 ,,,,,,,,,,,,
2017-07-16,,,,,,,5.60 ,,,,,,,,,,,,
2017-07-17,,,,,,,5.60 ,,,,,,,,,,,,
2017-07-18,,,,,,,4.80 ,,,,,,,,,,,,
2017-07-19,,,,,,,5.90 ,,,,,,,,,,,,
2017-07-20,,,,4489.90 ,,,7.40 ,,,,,,6001.40 ,,,,,,
2017-07-21,,,,,,,7.00 ,,,,,,,,,,,,111.52 
2017-07-22,,,,,,,7.00 ,,,,,,,,,,,,
2017-07-23,,,,,,,6.70 ,,,,,,,,,,,,
2017-07-24,,,,,,,7.80 ,,,,,,,,,,,,
2017-07-25,,,,,,,5.60 ,,,,,,,,,,,,
2017-07-26,,,,,,,6.60 ,,,,,,,,,,,,
2017-07-27,,,,,,,6.30 ,,,,,,,,,,,,
2017-07-28,,,,,,,8.00 ,,,,,,,,,,,,111.77 
2017-07-29,,,,,,,6.30 ,,,,,,,,,,,,
2017-07-30,,,,,,,7.20 ,,,,,,,,,,,,
2017-07-31,4200.00 ,,,4543.90 ,,3634.00 ,6.70 ,,61.44 ,53.50 ,57.90 ,,6015.00 ,,,7402.00 ,9667.00 ,108.55 ,
2017-08-01,,,,,,,8.90 ,,,,,,,,,,,,
2017-08-02,,,,,,,6.60 ,,,,,,,,,,,,
2017-08-03,,,,,,,2.80 ,,,,,,,,,,,,
2017-08-04,,,,,,,6.60 ,,,,,,,,,,,,113.65 
2017-08-05,,,,,,,8.00 ,,,,,,,,,,,,
2017-08-06,,,,,,,6.20 ,,,,,,,,,,,,
2017-08-07,,,,,,,7.30 ,,,,,,,,,,,,
2017-08-08,,,,,,,7.00 ,,,,,,,,,,,,
2017-08-09,,,,,,,8.00 ,,,,,,,,,,,,
2017-08-10,,,,4786.60 ,,,6.70 ,,,,,,6121.10 ,,,,,,
2017-08-11,,,,,,,7.00 ,,,,,,,,,,,,119.03 
2017-08-12,,,,,,,5.20 ,,,,,,,,,,,,
2017-08-13,,,,,,,5.60 ,,,,,,,,,,,,
2017-08-14,,,,,,,6.70 ,,,,,,,,,,,,
2017-08-15,,,,,,,7.80 ,,,,,,,,,,,,
