,Myspic综合钢价指数,MySpic指数:长材,MySpic指数:扁平,钢材价格综合指数,MySpic指数:螺纹,MySpic指数:线材,MySpic指数:型材,MySpic指数:中厚,MySpic指数:热卷,MySpic指数:窄带,MySpic指数:冷板,MySpic指数:镀锌,MySpic指数:无缝管,MySpic指数:焊管,产量:焦炭:当月值,申万行业指数:焦炭加工,期货结算价(活跃合约):焦炭,期货结算价(活跃合约):焦煤,市场价(不含税):废钢:6-8mm:唐山,市场价(不含税):废钢:6-8mm:马鞍山,固定资产投资完成额:黑色金属矿采选业:累计值,固定资产投资完成额:制造业:黑色金属冶炼及压延加工业:累计值,螺纹钢:主要钢厂产能:全国,产能:粗钢,产能利用率:粗钢,淘汰落后产能:炼铁:任务完成量:全国,产量:铁矿石原矿量:当月值,进口金额:铁矿砂及其精矿:当月值,平均价:进口铁矿石,期货结算价(活跃合约):螺纹钢,期货结算价(活跃合约):线材,期货结算价(活跃合约):铁矿石,期货结算价(活跃合约):热轧卷板,期货结算价(活跃合约):锰硅,期货结算价(活跃合约):硅铁,铁矿石价格指数:62%Fe:CFR中国北方,MyIpic指数:进口矿:综合,MyIpic指数:国产矿:综合,价格:废钢,价格:钢坯,必和必拓:产量:铁矿石:当季值,淡水河谷:产量:铁矿石:当季值,力拓:产量:铁矿石:当季值,FMG:产量:铁矿石:当季值,到厂价(含税):二级冶金焦:上海,净出口数量:粗钢:当月值,出口平均单价:钢材:当月值,GDP:现价:房地产业:当季值,固定资产投资完成额:房地产业:累计值,固定资产投资完成额:基础设施建设投资:累计值,公共投资:重点基础设施建设投资,上海:规模以上工业总产值:电气机械及器材制造业:当月值,上海:规模以上工业总产值:铁路、船舶、航空航天和其他运输设备制造业:当月值,上海:规模以上工业总产值:汽车制造业:当月值,钢材:产量:累计值,钢材:销量:累计值,库存:螺纹钢,库存:线材,库存:热卷(板),库存:中板,库存:冷轧,房地产开发计划总投资:累计值,库存:汽车,螺纹钢:独联体:最高价(FOB),螺纹钢:美国:最高价(CIF),螺纹钢:日本:最高价(FOB),螺纹钢:西欧:平均价(FOB),唐山钢厂:高炉开工数,波罗的海干散货指数(BDI),唐山钢厂:产能利用率,唐山钢厂:在产产能
2016-03-10,92.05 ,100.61 ,83.87 ,,97.38 ,101.10 ,107.55 ,96.50 ,89.91 ,72.98 ,74.35 ,70.29 ,71.46 ,95.95 ,,2028.54 ,733.50 ,604.00 ,1100.00 ,1170.00 ,,,,,,,,,,2147.00 ,2081.00 ,438.50 ,2288.00 ,4894.00 ,4836.00 ,57.35 ,63.90 ,67.10 ,1380.00 ,1950.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,,,,,384.00 ,,
2016-03-11,91.22 ,99.69 ,83.11 ,,96.19 ,100.12 ,107.38 ,95.88 ,88.65 ,72.30 ,74.03 ,70.20 ,71.35 ,95.98 ,,2011.02 ,736.50 ,610.00 ,1100.00 ,1170.00 ,,,,,,,,,,2108.00 ,2185.00 ,432.50 ,2256.00 ,4898.00 ,4844.00 ,56.20 ,61.40 ,67.10 ,1380.00 ,2020.00 ,,,,,790.00 ,,,,,,,,,,,,607.02 ,146.15 ,238.73 ,95.90 ,121.67 ,,,,,,,139.00 ,388.00 ,86.97 ,237.88 
2016-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,88.95 ,97.05 ,81.21 ,,93.49 ,97.54 ,104.78 ,93.22 ,86.43 ,70.18 ,73.30 ,69.63 ,71.34 ,94.04 ,,2025.33 ,757.00 ,624.00 ,1100.00 ,1150.00 ,,,,,,,,,,2024.00 ,2290.00 ,434.00 ,2241.00 ,4964.00 ,4860.00 ,55.00 ,60.10 ,68.20 ,1380.00 ,1800.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,340.00 ,,,,,393.00 ,,
2016-03-15,87.90 ,95.75 ,80.39 ,,92.29 ,96.41 ,102.88 ,91.96 ,85.50 ,69.45 ,72.91 ,69.35 ,71.27 ,93.19 ,,2037.84 ,750.00 ,615.00 ,1100.00 ,1130.00 ,,,,,,,,,,1983.00 ,2290.00 ,419.50 ,2183.00 ,4884.00 ,4822.00 ,52.10 ,60.30 ,69.50 ,1350.00 ,1750.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,,,,,396.00 ,,
2016-03-16,86.34 ,93.83 ,79.17 ,,90.05 ,94.68 ,101.41 ,90.42 ,83.98 ,68.25 ,72.22 ,68.96 ,71.10 ,92.33 ,,1999.88 ,750.00 ,616.50 ,1100.00 ,1100.00 ,,,456.17 ,,,,,,,1993.00 ,2077.00 ,415.50 ,2169.00 ,4920.00 ,4844.00 ,53.20 ,56.60 ,69.50 ,1340.00 ,1770.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,,,350.00 ,,393.00 ,,
2016-03-17,86.50 ,93.99 ,79.34 ,,90.31 ,94.91 ,101.17 ,90.39 ,84.60 ,67.90 ,72.20 ,69.07 ,71.05 ,92.15 ,,2028.29 ,757.50 ,617.00 ,1140.00 ,1100.00 ,,,,,,,,,,2047.00 ,2198.00 ,426.00 ,2232.00 ,5026.00 ,4926.00 ,56.00 ,56.00 ,70.50 ,1300.00 ,1820.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,,,,,392.00 ,,
2016-03-18,88.34 ,95.88 ,81.13 ,,92.57 ,96.92 ,101.97 ,92.48 ,87.23 ,69.44 ,72.96 ,69.30 ,70.90 ,92.95 ,,2071.78 ,770.00 ,632.50 ,1140.00 ,1100.00 ,,,,,,,,,,2119.00 ,2198.00 ,445.00 ,2309.00 ,5112.00 ,4946.00 ,57.00 ,57.70 ,71.40 ,1300.00 ,1910.00 ,,,,,790.00 ,,,,,,,,,,,,583.45 ,137.05 ,235.98 ,92.15 ,122.62 ,,,,,,,133.00 ,395.00 ,86.33 ,213.27 
2016-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,89.56 ,96.83 ,82.60 ,,93.60 ,97.87 ,102.72 ,93.73 ,89.08 ,71.51 ,73.77 ,69.80 ,71.06 ,94.07 ,,2099.92 ,777.50 ,634.00 ,1200.00 ,1100.00 ,,,,,,,,,,2145.00 ,2198.00 ,423.50 ,2348.00 ,5038.00 ,4818.00 ,58.50 ,59.00 ,71.50 ,1300.00 ,1940.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,340.00 ,,,,,398.00 ,,
2016-03-22,90.00 ,97.14 ,83.17 ,,93.82 ,98.24 ,103.11 ,94.30 ,89.64 ,72.10 ,74.21 ,70.49 ,71.08 ,94.28 ,,2088.62 ,766.50 ,628.00 ,1200.00 ,1140.00 ,,,,,,,,,,2161.00 ,2198.00 ,419.50 ,2364.00 ,5092.00 ,4748.00 ,58.00 ,59.80 ,71.50 ,1300.00 ,1950.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,,,,,398.00 ,,
2016-03-23,90.26 ,97.29 ,83.54 ,,93.99 ,98.42 ,103.17 ,94.54 ,90.14 ,72.40 ,74.50 ,70.86 ,71.38 ,94.46 ,,2108.04 ,779.00 ,634.50 ,1200.00 ,1140.00 ,,,,,,,,,,2195.00 ,2198.00 ,414.50 ,2393.00 ,5144.00 ,4738.00 ,56.75 ,59.80 ,71.50 ,1330.00 ,2000.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,360.00 ,,355.00 ,,401.00 ,,
2016-03-24,90.26 ,97.45 ,83.38 ,,94.09 ,98.62 ,103.40 ,94.42 ,89.71 ,72.31 ,74.64 ,71.02 ,72.15 ,94.99 ,,2120.97 ,763.00 ,616.00 ,1200.00 ,1140.00 ,,,456.17 ,,,,,,,2144.00 ,2338.00 ,396.50 ,2354.00 ,5038.00 ,4610.00 ,55.50 ,59.40 ,71.50 ,1330.00 ,1960.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,,,,,406.00 ,,
2016-03-25,90.11 ,97.31 ,83.23 ,,93.92 ,98.59 ,103.10 ,94.14 ,89.47 ,72.23 ,74.63 ,71.13 ,72.37 ,95.14 ,,2107.38 ,757.00 ,612.00 ,1200.00 ,1130.00 ,,,,,,,,,,2143.00 ,2338.00 ,389.50 ,2363.00 ,5048.00 ,4666.00 ,,58.90 ,71.50 ,1330.00 ,1970.00 ,,,,,790.00 ,,,,,,,,,,,,565.85 ,126.22 ,230.67 ,91.28 ,121.88 ,,,,,,,134.00 ,,86.87 ,214.63 
2016-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,91.01 ,98.23 ,84.10 ,,94.93 ,99.46 ,103.91 ,94.40 ,90.83 ,73.59 ,74.80 ,71.60 ,72.41 ,96.20 ,,2097.67 ,781.00 ,619.50 ,1210.00 ,1130.00 ,,,,,,,,,,2183.00 ,2338.00 ,392.50 ,2405.00 ,5032.00 ,4528.00 ,56.10 ,57.70 ,71.50 ,1330.00 ,2000.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,365.00 ,,,,,,,
2016-03-29,91.27 ,98.62 ,84.24 ,,95.43 ,99.91 ,103.94 ,94.47 ,90.82 ,73.73 ,74.92 ,72.30 ,72.51 ,96.21 ,,2125.65 ,778.00 ,612.50 ,1210.00 ,1150.00 ,,,,,,,,,,2148.00 ,2338.00 ,378.00 ,2370.00 ,4978.00 ,4530.00 ,54.25 ,57.60 ,71.50 ,1360.00 ,1980.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,,,,,409.00 ,,
2016-03-30,91.15 ,98.49 ,84.12 ,,95.27 ,99.79 ,103.84 ,94.44 ,90.45 ,73.52 ,74.88 ,72.83 ,72.53 ,95.96 ,,2156.28 ,778.00 ,609.50 ,1210.00 ,1150.00 ,,,,,,,,,,2119.00 ,2338.00 ,379.50 ,2352.00 ,4996.00 ,4518.00 ,54.10 ,56.30 ,71.50 ,1380.00 ,1980.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,,,370.00 ,,414.00 ,,
2016-03-31,91.13 ,98.44 ,84.13 ,67.13 ,95.15 ,99.85 ,103.74 ,94.28 ,90.42 ,73.46 ,74.98 ,73.27 ,72.44 ,95.90 ,3605.30 ,2140.49 ,780.50 ,631.50 ,1210.00 ,1150.00 ,131.29 ,650.14 ,456.17 ,,,,9815.80 ,388385.20 ,45.28 ,2122.00 ,2338.00 ,378.50 ,2359.00 ,4920.00 ,4502.00 ,54.10 ,56.30 ,71.50 ,1380.00 ,2000.00 ,53057.00 ,77544.00 ,67371.00 ,43400.00 ,790.00 ,924.16 ,430.19 ,10965.10 ,22660.93 ,20017.55 ,,179.38 ,64.30 ,516.38 ,26230.10 ,25616.87 ,,,,,,495339.33 ,113.20 ,,,,,,429.00 ,,
2016-04-01,91.73 ,99.12 ,84.66 ,,96.05 ,100.53 ,103.88 ,94.38 ,91.23 ,74.27 ,75.14 ,73.65 ,72.38 ,95.99 ,,2147.00 ,806.00 ,650.50 ,1210.00 ,1150.00 ,,,,,,,,,,2167.00 ,2338.00 ,385.00 ,2433.00 ,5072.00 ,4532.00 ,55.10 ,56.30 ,71.50 ,1380.00 ,2010.00 ,,,,,790.00 ,,,,,,,,,,,,541.39 ,119.72 ,225.97 ,88.70 ,121.82 ,,,,,,,131.00 ,450.00 ,85.07 ,212.76 
2016-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.10 ,,,,2060.00 ,,,,,,,,,,,,,,,,,,,,,,,,365.00 ,,,,,471.00 ,,
2016-04-05,93.23 ,100.70 ,86.08 ,,98.05 ,101.99 ,104.68 ,95.53 ,93.53 ,75.54 ,75.57 ,74.11 ,72.48 ,97.13 ,,2197.23 ,819.50 ,653.00 ,1210.00 ,1150.00 ,,,,,,,,,,2180.00 ,2338.00 ,378.50 ,2503.00 ,5022.00 ,4490.00 ,54.70 ,56.30 ,71.50 ,1400.00 ,2060.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,,,,,487.00 ,,
2016-04-06,93.87 ,101.48 ,86.59 ,,99.05 ,102.89 ,104.70 ,96.34 ,94.23 ,75.58 ,75.72 ,74.65 ,72.52 ,97.07 ,,2200.82 ,818.00 ,660.00 ,1250.00 ,1150.00 ,,,,,,,,,,2184.00 ,2338.00 ,376.00 ,2520.00 ,4996.00 ,4490.00 ,54.65 ,56.40 ,71.50 ,1400.00 ,2080.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,395.00 ,,375.00 ,,500.00 ,,
2016-04-07,94.44 ,102.28 ,86.94 ,,99.89 ,103.78 ,105.23 ,96.71 ,94.57 ,76.02 ,75.89 ,75.03 ,72.56 ,97.12 ,,2172.42 ,820.00 ,652.00 ,1250.00 ,1150.00 ,,,456.17 ,,,,,,,2187.00 ,2338.00 ,377.50 ,2521.00 ,5050.00 ,4502.00 ,54.30 ,56.20 ,71.50 ,1440.00 ,2080.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,,,,,517.00 ,,
2016-04-08,95.16 ,103.14 ,87.53 ,,100.88 ,104.79 ,105.47 ,97.25 ,95.60 ,76.31 ,76.08 ,75.24 ,72.95 ,97.46 ,,2181.50 ,827.50 ,652.50 ,1250.00 ,1200.00 ,,,,,,,,,,2189.00 ,2338.00 ,375.50 ,2566.00 ,5022.00 ,4474.00 ,53.60 ,56.50 ,71.50 ,1450.00 ,2080.00 ,,,,,790.00 ,,,,,,,,,,,,508.78 ,106.74 ,215.60 ,88.15 ,121.59 ,,,,,,,132.00 ,539.00 ,85.81 ,226.89 
2016-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2170.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,98.79 ,107.44 ,90.51 ,,105.61 ,109.54 ,107.88 ,100.64 ,99.79 ,79.18 ,77.37 ,75.81 ,74.07 ,100.56 ,,2206.71 ,852.00 ,670.00 ,1300.00 ,1260.00 ,,,,,,,,,,2263.00 ,2338.00 ,386.50 ,2641.00 ,5000.00 ,4518.00 ,56.50 ,57.00 ,71.50 ,1480.00 ,2220.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,380.00 ,,,,,555.00 ,,
2016-04-12,100.91 ,110.04 ,92.18 ,,108.43 ,112.15 ,109.90 ,102.58 ,101.63 ,81.46 ,78.15 ,76.56 ,74.92 ,102.54 ,,2210.59 ,881.50 ,684.00 ,1350.00 ,1310.00 ,,,,,,,,,,2312.00 ,2338.00 ,400.50 ,2686.00 ,5004.00 ,4474.00 ,59.50 ,58.20 ,71.50 ,1530.00 ,2250.00 ,,,,,790.00 ,,,,,,,,,,,,,,,,,,,,,,,,560.00 ,,
2016-04-13,102.48 ,112.00 ,93.37 ,,110.66 ,114.32 ,110.83 ,103.95 ,102.90 ,82.71 ,79.18 ,77.29 ,76.49 ,104.44 ,,2274.16 ,928.50 ,714.50 ,1350.00 ,1310.00 ,,,,,,,,,,2366.00 ,2338.00 ,419.00 ,2567.00 ,5102.00 ,4584.00 ,60.00 ,59.40 ,72.90 ,1550.00 ,2280.00 ,,,,,800.00 ,,,,,,,,,,,,,,,,,,,,,,395.00 ,,567.00 ,,
2016-04-14,103.09 ,112.76 ,93.84 ,,111.43 ,115.18 ,111.38 ,104.56 ,103.15 ,83.13 ,79.94 ,77.95 ,76.96 ,104.79 ,,2259.81 ,917.50 ,716.50 ,1350.00 ,1340.00 ,,,456.17 ,,,,,,,2350.00 ,2338.00 ,422.50 ,2536.00 ,5076.00 ,4604.00 ,58.75 ,61.70 ,73.10 ,1580.00 ,2240.00 ,,,,,800.00 ,,,,,,,,,,,,,,,,,,,,400.00 ,,,,597.00 ,,
2016-04-15,102.77 ,112.20 ,93.75 ,,110.56 ,114.79 ,111.24 ,104.42 ,102.68 ,82.91 ,80.48 ,78.58 ,77.61 ,104.41 ,,2241.91 ,903.00 ,705.50 ,1350.00 ,1380.00 ,,,,,,,,,,2318.00 ,2338.00 ,414.00 ,2493.00 ,5002.00 ,4472.00 ,58.30 ,61.70 ,73.10 ,1610.00 ,2210.00 ,,,,,800.00 ,,,,,,,,,,,,471.19 ,97.94 ,206.65 ,87.80 ,120.63 ,,,,,,,132.00 ,635.00 ,85.81 ,226.89 
2016-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,104.11 ,113.43 ,95.20 ,,111.75 ,115.90 ,112.79 ,105.45 ,104.45 ,85.00 ,81.56 ,79.23 ,78.16 ,104.99 ,,2273.04 ,915.00 ,711.50 ,1400.00 ,1380.00 ,,,,,,,,,,2353.00 ,2338.00 ,417.50 ,2547.00 ,5010.00 ,4378.00 ,60.55 ,61.20 ,73.20 ,1640.00 ,2360.00 ,,,,,820.00 ,,,,,,,,,,,,,,,,,,,445.00 ,,,,,659.00 ,,
2016-04-19,106.17 ,115.45 ,97.30 ,,113.80 ,118.00 ,114.58 ,107.39 ,107.42 ,87.02 ,82.88 ,79.96 ,78.87 ,107.68 ,,2256.58 ,951.00 ,718.50 ,1450.00 ,1400.00 ,,,,,,,,,,2446.00 ,2338.00 ,429.00 ,2663.00 ,4978.00 ,4292.00 ,62.60 ,62.30 ,74.40 ,1640.00 ,2440.00 ,,,,,820.00 ,,,,,,,,,,,,,,,,,,,,,,,,671.00 ,,
2016-04-20,109.71 ,119.20 ,100.63 ,,117.28 ,121.61 ,119.27 ,111.17 ,111.61 ,90.58 ,84.78 ,81.01 ,79.91 ,112.32 ,,2208.57 ,988.00 ,736.50 ,1450.00 ,1430.00 ,,,,,,,,,,2561.00 ,2338.00 ,447.50 ,2792.00 ,5008.00 ,4294.00 ,65.35 ,63.50 ,74.90 ,1670.00 ,2580.00 ,,,,,820.00 ,,,,,,,,,,,,,,,,,,,,440.00 ,,440.00 ,,669.00 ,,
2016-04-21,113.52 ,123.89 ,103.61 ,,121.79 ,126.24 ,124.52 ,114.51 ,115.22 ,93.24 ,87.18 ,82.55 ,82.28 ,115.47 ,,2223.49 ,1023.50 ,756.50 ,1600.00 ,1490.00 ,,,456.17 ,,,,,,,2708.00 ,2338.00 ,464.50 ,2892.00 ,5142.00 ,4392.00 ,70.50 ,66.90 ,75.40 ,1700.00 ,2640.00 ,,,,,820.00 ,,,,,,,,,,,,,,,,,,,,,,,,670.00 ,,
2016-04-22,113.83 ,124.30 ,103.82 ,,121.27 ,127.06 ,126.41 ,114.97 ,115.42 ,92.91 ,87.62 ,82.92 ,83.22 ,115.76 ,,2212.42 ,1047.50 ,772.50 ,1500.00 ,1520.00 ,,,,,,,,,,2652.00 ,2338.00 ,474.50 ,2855.00 ,5080.00 ,4314.00 ,65.85 ,70.00 ,75.70 ,1790.00 ,2560.00 ,,,,,820.00 ,,,,,,,,,,,,436.16 ,89.89 ,194.43 ,86.20 ,119.00 ,,,,,,,133.00 ,688.00 ,86.26 ,227.64 
2016-04-25,113.95 ,124.90 ,103.48 ,,122.42 ,126.83 ,127.27 ,114.54 ,114.93 ,92.79 ,87.29 ,82.91 ,83.49 ,115.74 ,,2232.46 ,1097.50 ,795.50 ,1400.00 ,1570.00 ,,,,,,,,,,2655.00 ,2338.00 ,479.00 ,2857.00 ,5042.00 ,4308.00 ,65.60 ,70.00 ,78.10 ,1930.00 ,2580.00 ,,,,,840.00 ,,,,,,,,,,,,,,,,,,,475.00 ,,,,,690.00 ,,
2016-04-26,112.73 ,123.45 ,102.47 ,,121.35 ,124.54 ,126.49 ,113.17 ,113.54 ,91.93 ,86.94 ,82.70 ,83.47 ,114.53 ,,2230.60 ,1110.50 ,809.50 ,1400.00 ,1570.00 ,,,,,,,,,,2596.00 ,2338.00 ,459.50 ,2760.00 ,4932.00 ,4312.00 ,61.65 ,68.40 ,78.10 ,1960.00 ,2480.00 ,,,,,840.00 ,,,,,,,,,,,,,,,,,,,,,,,,704.00 ,,
2016-04-27,110.89 ,121.81 ,100.44 ,,119.64 ,122.86 ,125.07 ,110.90 ,110.31 ,90.26 ,86.43 ,82.61 ,83.36 ,113.39 ,,2237.54 ,1069.00 ,776.00 ,1400.00 ,1570.00 ,,,456.17 ,,,,,,,2519.00 ,2338.00 ,441.00 ,2650.00 ,4910.00 ,4312.00 ,61.00 ,66.70 ,78.10 ,1920.00 ,2400.00 ,,,,,840.00 ,,,,,,,,,,,,,,,,,,,,,,450.00 ,,715.00 ,,
2016-04-28,110.45 ,121.15 ,100.21 ,,118.75 ,123.11 ,123.22 ,109.90 ,110.50 ,90.01 ,86.20 ,82.44 ,83.54 ,112.95 ,,2215.50 ,1044.50 ,734.00 ,1400.00 ,1530.00 ,,,,,,,,,,2507.00 ,2453.00 ,436.00 ,2658.00 ,4856.00 ,4246.00 ,63.50 ,64.00 ,77.80 ,1900.00 ,2450.00 ,,,,,840.00 ,,,,,,,,,,,,,,,,,,,,440.00 ,,,,710.00 ,,
2016-04-29,111.54 ,122.03 ,101.50 ,,119.72 ,124.03 ,123.81 ,110.90 ,112.56 ,90.93 ,86.62 ,83.32 ,83.57 ,112.75 ,,2209.50 ,1090.50 ,760.00 ,1400.00 ,1510.00 ,,,,,,,,,,2567.00 ,2453.00 ,456.00 ,2737.00 ,4768.00 ,4194.00 ,65.85 ,65.90 ,77.70 ,1830.00 ,2490.00 ,,,,,840.00 ,,,,,,,,,,,,415.64 ,87.49 ,185.21 ,86.35 ,120.41 ,,,,,,,131.00 ,703.00 ,84.73 ,215.29 
2016-04-30,,,,78.42 ,,,,,,,,,,,3625.00 ,,,,,,212.70 ,1037.00 ,,,,,10256.70 ,441150.80 ,52.57 ,,,,,,,,,,,2410.00 ,,,,,,843.65 ,487.84 ,,33007.77 ,31517.79 ,,176.27 ,65.59 ,427.99 ,,,,,,,,504591.21 ,118.40 ,,,,,,,,
2016-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2390.00 ,,,,,,,,,,,,,,,,,,,,,,,,480.00 ,,,,,,,
2016-05-03,110.67 ,121.07 ,100.73 ,,118.67 ,123.22 ,122.79 ,110.39 ,111.50 ,89.48 ,86.47 ,83.38 ,83.54 ,112.10 ,,2222.82 ,1079.00 ,732.00 ,1400.00 ,1490.00 ,,,,,,,,,,2470.00 ,2453.00 ,441.50 ,2601.00 ,4722.00 ,4368.00 ,63.85 ,67.40 ,77.70 ,1810.00 ,2340.00 ,,,,,940.00 ,,,,,,,,,,,,,,,,,,,,,,,,682.00 ,,
2016-05-04,109.11 ,119.37 ,99.30 ,,116.93 ,121.56 ,121.11 ,109.02 ,109.52 ,87.76 ,85.64 ,83.33 ,83.19 ,111.20 ,,2208.76 ,1058.50 ,724.00 ,1400.00 ,1490.00 ,,,456.17 ,,,,,,,2407.00 ,2453.00 ,435.50 ,2540.00 ,4818.00 ,4352.00 ,61.50 ,67.00 ,77.70 ,1790.00 ,2290.00 ,,,,,940.00 ,,,,,,,,,,,,,,,,,,,,,,500.00 ,,652.00 ,,
2016-05-05,107.66 ,117.80 ,97.97 ,,115.17 ,120.05 ,119.91 ,107.53 ,108.04 ,85.56 ,85.25 ,83.03 ,83.12 ,110.04 ,,2228.37 ,1053.50 ,724.50 ,1400.00 ,1490.00 ,,,,,,,,,,2356.00 ,2453.00 ,423.00 ,2506.00 ,4736.00 ,4328.00 ,60.20 ,64.90 ,77.70 ,1790.00 ,2290.00 ,,,,,1040.00 ,,,,,,,,,,,,,,,,,,,,475.00 ,,,,642.00 ,,
2016-05-06,105.68 ,115.64 ,96.15 ,,112.47 ,117.88 ,119.05 ,105.89 ,105.33 ,83.54 ,84.53 ,82.74 ,82.89 ,108.38 ,,2154.22 ,998.50 ,694.00 ,1400.00 ,1490.00 ,,,,,,,,,,2314.00 ,2453.00 ,412.50 ,2456.00 ,4598.00 ,4236.00 ,58.35 ,63.60 ,77.70 ,1790.00 ,2230.00 ,,,,,1040.00 ,,,,,,,,,,,,425.15 ,89.31 ,185.86 ,86.35 ,117.93 ,,,,,,,131.00 ,631.00 ,83.86 ,221.65 
2016-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2120.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,101.64 ,111.01 ,92.68 ,,107.60 ,113.49 ,114.56 ,102.76 ,101.06 ,78.16 ,83.02 ,81.90 ,82.63 ,104.29 ,,2069.25 ,969.00 ,679.50 ,1230.00 ,1390.00 ,,,,,,,,,,2257.00 ,2453.00 ,403.50 ,2405.00 ,4436.00 ,4096.00 ,54.85 ,62.70 ,76.80 ,1700.00 ,1920.00 ,,,,,1040.00 ,,,,,,,,,,,,,,,,,,,480.00 ,,,,,616.00 ,,
2016-05-10,98.12 ,107.14 ,89.49 ,,103.63 ,109.96 ,110.30 ,99.88 ,97.45 ,73.14 ,81.11 ,80.82 ,81.94 ,100.09 ,,2056.78 ,928.50 ,673.50 ,1200.00 ,1240.00 ,,,,,,,,,,2124.00 ,2453.00 ,384.50 ,2274.00 ,4336.00 ,4046.00 ,56.10 ,59.80 ,76.70 ,1640.00 ,1920.00 ,,,,,1040.00 ,,,,,,,,,,,,,,,,,,,,,,,,594.00 ,,
2016-05-11,98.17 ,106.73 ,89.98 ,,103.23 ,109.52 ,109.89 ,99.60 ,98.52 ,74.19 ,81.08 ,80.58 ,80.57 ,99.75 ,,2041.99 ,930.00 ,690.50 ,1200.00 ,1240.00 ,,,456.17 ,,,,,,,2152.00 ,2453.00 ,386.00 ,2307.00 ,4314.00 ,4046.00 ,56.25 ,58.10 ,76.30 ,1530.00 ,2000.00 ,,,,,1060.00 ,,,,,,,,,,,,,,,,,,,,,,500.00 ,,579.00 ,,
