,Myspic综合钢价指数,MySpic指数:长材,MySpic指数:扁平,钢材价格综合指数,MySpic指数:螺纹,MySpic指数:线材,MySpic指数:型材,MySpic指数:中厚,MySpic指数:热卷,MySpic指数:窄带,MySpic指数:冷板,MySpic指数:镀锌,MySpic指数:无缝管,MySpic指数:焊管,产量:焦炭:当月值,申万行业指数:焦炭加工,期货结算价(活跃合约):焦炭,期货结算价(活跃合约):焦煤,市场价(不含税):废钢:6-8mm:唐山,市场价(不含税):废钢:6-8mm:马鞍山,固定资产投资完成额:黑色金属矿采选业:累计值,固定资产投资完成额:制造业:黑色金属冶炼及压延加工业:累计值,螺纹钢:主要钢厂产能:全国,产能:粗钢,产能利用率:粗钢,淘汰落后产能:炼铁:任务完成量:全国,产量:铁矿石原矿量:当月值,进口金额:铁矿砂及其精矿:当月值,平均价:进口铁矿石,期货结算价(活跃合约):螺纹钢,期货结算价(活跃合约):线材,期货结算价(活跃合约):铁矿石,期货结算价(活跃合约):热轧卷板,期货结算价(活跃合约):锰硅,期货结算价(活跃合约):硅铁,铁矿石价格指数:62%Fe:CFR中国北方,MyIpic指数:进口矿:综合,MyIpic指数:国产矿:综合,价格:废钢,价格:钢坯,必和必拓:产量:铁矿石:当季值,淡水河谷:产量:铁矿石:当季值,力拓:产量:铁矿石:当季值,FMG:产量:铁矿石:当季值,到厂价(含税):二级冶金焦:上海,净出口数量:粗钢:当月值,出口平均单价:钢材:当月值,GDP:现价:房地产业:当季值,固定资产投资完成额:房地产业:累计值,固定资产投资完成额:基础设施建设投资:累计值,公共投资:重点基础设施建设投资,上海:规模以上工业总产值:电气机械及器材制造业:当月值,上海:规模以上工业总产值:铁路、船舶、航空航天和其他运输设备制造业:当月值,上海:规模以上工业总产值:汽车制造业:当月值,钢材:产量:累计值,钢材:销量:累计值,库存:螺纹钢,库存:线材,库存:热卷(板),库存:中板,库存:冷轧,房地产开发计划总投资:累计值,库存:汽车,螺纹钢:独联体:最高价(FOB),螺纹钢:美国:最高价(CIF),螺纹钢:日本:最高价(FOB),螺纹钢:西欧:平均价(FOB),唐山钢厂:高炉开工数,波罗的海干散货指数(BDI),唐山钢厂:产能利用率,唐山钢厂:在产产能
2012-08-01,136.44 ,154.99 ,120.38 ,,150.99 ,155.82 ,164.24 ,136.73 ,132.18 ,114.08 ,106.00 ,97.37 ,122.90 ,146.74 ,,1611.21 ,1581.00 ,,2530.00 ,2350.00 ,,,,,,,,,,3731.00 ,3751.00 ,,,,,117.50 ,124.10 ,143.00 ,2600.00 ,3280.00 ,,,,,1800.00 ,,,,,,,,,,,,,,,,,,,,,,510.00 ,,878.00 ,,
2012-08-02,135.90 ,154.33 ,119.94 ,,150.34 ,155.28 ,163.34 ,136.33 ,131.48 ,113.72 ,105.78 ,97.14 ,122.76 ,146.51 ,,1592.27 ,1581.00 ,,2530.00 ,2350.00 ,,,,,,,,,,3677.00 ,3751.00 ,,,,,117.25 ,124.10 ,141.90 ,2600.00 ,3260.00 ,,,,,1800.00 ,,,,,,,,,,,,,,,,,,,,680.00 ,,,,861.00 ,,
2012-08-03,135.23 ,153.43 ,119.48 ,,149.36 ,154.21 ,162.91 ,135.79 ,130.73 ,113.36 ,105.64 ,96.93 ,122.58 ,146.00 ,,1615.97 ,1578.00 ,,2530.00 ,2350.00 ,,,,,,,,,,3666.00 ,3745.00 ,,,,,117.25 ,123.50 ,141.90 ,2600.00 ,3260.00 ,,,,,1750.00 ,,,,,,,,,,,,650.72 ,167.37 ,390.82 ,150.38 ,170.68 ,,,,,,,124.00 ,852.00 ,,
2012-08-06,134.63 ,152.55 ,119.12 ,,148.23 ,153.37 ,162.62 ,135.21 ,130.51 ,112.63 ,105.51 ,96.84 ,121.61 ,145.38 ,,1673.31 ,1569.00 ,,2530.00 ,2350.00 ,,,,,,,,,,3673.00 ,3745.00 ,,,,,117.75 ,123.50 ,141.90 ,2600.00 ,3300.00 ,,,,,1750.00 ,,,,,,,,,,,,,,,,,,,610.00 ,,,,,843.00 ,,
2012-08-07,134.28 ,152.03 ,118.92 ,,147.70 ,152.79 ,162.25 ,134.92 ,130.33 ,112.39 ,105.35 ,96.76 ,121.52 ,145.00 ,,1688.75 ,1567.00 ,,2510.00 ,2300.00 ,,,,,,,,,,3679.00 ,3745.00 ,,,,,117.75 ,123.50 ,141.90 ,2600.00 ,3280.00 ,,,,,1750.00 ,,,,,,,,,,,,,,,,,,,,,,,,836.00 ,,
2012-08-08,134.11 ,151.94 ,118.68 ,,147.70 ,152.69 ,161.95 ,134.53 ,130.01 ,112.15 ,105.30 ,96.65 ,121.29 ,144.54 ,,1721.86 ,1576.00 ,,2510.00 ,2300.00 ,,,,,,,,,,3676.00 ,3745.00 ,,,,,117.00 ,123.50 ,141.80 ,2600.00 ,3240.00 ,,,,,1750.00 ,,,,,,,,,,,,,,,,,,,,,,520.00 ,,812.00 ,,
2012-08-09,133.86 ,151.69 ,118.44 ,,147.50 ,152.51 ,161.42 ,134.31 ,129.64 ,111.81 ,105.18 ,96.65 ,121.11 ,144.32 ,,1720.99 ,1583.00 ,,2510.00 ,2300.00 ,,,,,,,,,,3680.00 ,3745.00 ,,,,,117.00 ,123.50 ,141.80 ,2550.00 ,3240.00 ,,,,,1700.00 ,,,,,,,,,,,,,,,,,,,,685.00 ,,,,790.00 ,,
2012-08-10,133.77 ,151.62 ,118.31 ,,147.53 ,152.40 ,161.19 ,134.00 ,129.61 ,111.76 ,105.05 ,96.49 ,120.91 ,144.08 ,,1696.49 ,1587.00 ,,2510.00 ,2300.00 ,,,,,,,,,,3712.00 ,3745.00 ,,,,,115.00 ,122.30 ,141.80 ,2550.00 ,3240.00 ,,,,,1700.00 ,,,,,,,,,,,,641.39 ,161.09 ,391.83 ,149.70 ,170.28 ,,,,,,,125.00 ,774.00 ,,
2012-08-13,133.84 ,151.95 ,118.15 ,,147.99 ,152.87 ,160.94 ,133.77 ,129.58 ,111.49 ,104.86 ,96.31 ,120.73 ,143.34 ,,1651.66 ,1571.00 ,,2510.00 ,2300.00 ,,,,,,,,,,3711.00 ,3746.00 ,,,,,114.50 ,121.10 ,143.00 ,2550.00 ,3240.00 ,,,,,1700.00 ,,,,,,,,,,,,,,,,,,,600.00 ,,,,,764.00 ,,
2012-08-14,133.81 ,152.06 ,118.01 ,,148.17 ,152.98 ,160.82 ,133.61 ,129.43 ,111.25 ,104.78 ,96.27 ,120.31 ,143.05 ,,1685.42 ,1526.00 ,,2490.00 ,2300.00 ,,,,,,,,,,3671.00 ,3785.00 ,,,,,114.00 ,119.70 ,143.10 ,2550.00 ,3210.00 ,,,,,1700.00 ,,,,,,,,,,,,,,,,,,,,,,,,750.00 ,,
2012-08-15,133.69 ,151.97 ,117.86 ,,148.13 ,152.94 ,160.51 ,133.55 ,129.25 ,111.10 ,104.63 ,96.05 ,120.19 ,142.56 ,,1658.81 ,1513.00 ,,2490.00 ,2300.00 ,,,,,,,,,,3666.00 ,3775.00 ,,,,,113.50 ,118.40 ,143.10 ,2550.00 ,3180.00 ,,,,,1700.00 ,,,,,,,,,,,,,,,,,,,,,,520.00 ,,728.00 ,,
2012-08-16,133.35 ,151.68 ,117.48 ,,147.87 ,152.66 ,160.10 ,133.04 ,129.06 ,110.26 ,104.50 ,95.88 ,120.12 ,142.24 ,,1636.76 ,1523.00 ,,2450.00 ,2300.00 ,,,,,,,,,,3664.00 ,3765.00 ,,,,,113.75 ,117.20 ,142.20 ,2550.00 ,3150.00 ,,,,,1700.00 ,,,,,,,,,,,,,,,,,,,,685.00 ,,,,720.00 ,,
2012-08-17,133.03 ,151.30 ,117.22 ,,147.55 ,152.17 ,159.78 ,132.76 ,128.70 ,110.02 ,104.23 ,95.79 ,120.09 ,141.89 ,,1638.39 ,1522.00 ,,2450.00 ,2300.00 ,,,,,,,,,,3632.00 ,3775.00 ,,,,,111.75 ,115.70 ,142.10 ,2550.00 ,3150.00 ,,,,,1700.00 ,,,,,,,,,,,,619.82 ,149.78 ,391.94 ,149.48 ,168.40 ,,,,,,,124.00 ,714.00 ,,
2012-08-20,132.41 ,150.65 ,116.60 ,,146.84 ,151.48 ,159.41 ,132.27 ,127.96 ,108.85 ,104.03 ,95.60 ,119.81 ,141.19 ,,1645.60 ,1524.00 ,,2450.00 ,2300.00 ,,,,,,,,,,3612.00 ,3748.00 ,,,,,111.75 ,115.00 ,139.90 ,2550.00 ,3110.00 ,,,,,1650.00 ,,,,,,,,,,,,,,,,,,,595.00 ,,,,,711.00 ,,
2012-08-21,131.87 ,150.18 ,116.01 ,,146.45 ,150.99 ,158.75 ,131.78 ,127.24 ,107.91 ,103.78 ,95.32 ,119.22 ,140.45 ,,1661.27 ,1492.00 ,,2450.00 ,2300.00 ,,,,,,,,,,3590.00 ,3707.00 ,,,,,108.75 ,114.10 ,139.80 ,2550.00 ,3070.00 ,,,,,1650.00 ,,,,,,,,,,,,,,,,,,,,,,,,709.00 ,,
2012-08-22,131.45 ,149.69 ,115.64 ,,145.94 ,150.52 ,158.27 ,131.35 ,126.71 ,107.54 ,103.53 ,95.26 ,118.99 ,140.25 ,,1648.99 ,1493.00 ,,2450.00 ,2300.00 ,,,,,,,,,,3583.00 ,3700.00 ,,,,,105.75 ,112.50 ,138.00 ,2550.00 ,3030.00 ,,,,,1650.00 ,,,,,,,,,,,,,,,,,,,,,,520.00 ,,712.00 ,,
2012-08-23,130.93 ,149.02 ,115.25 ,,145.39 ,149.61 ,157.80 ,130.95 ,126.12 ,107.27 ,103.28 ,94.98 ,118.53 ,139.51 ,,1679.97 ,1495.00 ,,2420.00 ,2300.00 ,,,,,,,,,,3541.00 ,3774.00 ,,,,,103.00 ,110.90 ,137.80 ,2550.00 ,3030.00 ,,,,,1650.00 ,,,,,,,,,,,,,,,,,,,,685.00 ,,,,715.00 ,,
2012-08-24,130.48 ,148.56 ,114.81 ,,144.95 ,149.07 ,157.41 ,130.56 ,125.39 ,106.92 ,103.09 ,94.73 ,118.30 ,139.15 ,,1619.52 ,1491.00 ,,2380.00 ,2300.00 ,,,,,,,,,,3516.00 ,3737.00 ,,,,,101.50 ,108.34 ,137.80 ,2550.00 ,3040.00 ,,,,,1600.00 ,,,,,,,,,,,,603.04 ,147.56 ,390.34 ,148.02 ,167.40 ,,,,,,,125.00 ,717.00 ,,
2012-08-27,129.97 ,148.04 ,114.30 ,,144.37 ,148.56 ,157.05 ,129.98 ,124.72 ,106.31 ,102.79 ,94.58 ,117.07 ,138.40 ,,1592.70 ,1481.00 ,,2380.00 ,2300.00 ,,,,,,,,,,3512.00 ,3730.00 ,,,,,97.50 ,106.50 ,136.50 ,2550.00 ,3020.00 ,,,,,1600.00 ,,,,,,,,,,,,,,,,,,,605.00 ,,,,,,,
2012-08-28,129.45 ,147.67 ,113.66 ,,143.99 ,148.15 ,156.76 ,129.54 ,124.02 ,105.10 ,102.33 ,94.42 ,116.74 ,137.62 ,,1623.76 ,1459.00 ,,2330.00 ,2300.00 ,,,,,,,,,,3474.00 ,3719.00 ,,,,,95.50 ,104.80 ,136.10 ,2550.00 ,3010.00 ,,,,,1600.00 ,,,,,,,,,,,,,,,,,,,,,,,,724.00 ,,
2012-08-29,128.96 ,147.17 ,113.18 ,,143.42 ,147.81 ,156.10 ,128.94 ,123.27 ,104.66 ,102.04 ,94.41 ,116.62 ,137.15 ,,1607.30 ,1415.00 ,,2300.00 ,2300.00 ,,,,,,,,,,3400.00 ,3533.00 ,,,,,92.50 ,103.10 ,136.10 ,2550.00 ,3000.00 ,,,,,1550.00 ,,,,,,,,,,,,,,,,,,,,,,520.00 ,,718.00 ,,
2012-08-30,128.57 ,146.89 ,112.67 ,,143.27 ,147.41 ,155.75 ,128.45 ,122.36 ,104.32 ,101.84 ,94.21 ,116.58 ,136.92 ,,1624.28 ,1394.00 ,,2280.00 ,2300.00 ,,,,,,,,,,3421.00 ,3487.00 ,,,,,90.75 ,101.60 ,134.30 ,2550.00 ,2990.00 ,,,,,1550.00 ,,,,,,,,,,,,,,,,,,,,685.00 ,,,,707.00 ,,
2012-08-31,128.25 ,146.58 ,112.35 ,104.39 ,142.94 ,147.11 ,155.49 ,128.08 ,122.07 ,103.81 ,101.63 ,94.02 ,116.18 ,136.71 ,3579.70 ,1638.69 ,1398.00 ,,2280.00 ,2300.00 ,948.01 ,3225.14 ,,,,,11656.90 ,810805.00 ,129.83 ,3416.00 ,3487.00 ,,,,,90.50 ,99.70 ,134.10 ,2550.00 ,2980.00 ,,,,,1500.00 ,319.67 ,960.42 ,,55632.75 ,42951.41 ,,169.86 ,60.44 ,359.36 ,,,590.52 ,139.41 ,389.53 ,148.17 ,165.67 ,327135.36 ,73.17 ,,,,,125.00 ,703.00 ,,
2012-09-03,127.49 ,145.81 ,111.60 ,,142.26 ,146.13 ,154.90 ,127.28 ,121.41 ,102.45 ,101.20 ,93.67 ,114.43 ,134.83 ,,1658.33 ,1388.00 ,,2260.00 ,2300.00 ,,,,,,,,,,3369.00 ,3403.00 ,,,,,90.50 ,97.50 ,130.20 ,2490.00 ,2890.00 ,,,,,1500.00 ,,,,,,,,,,,,,,,,,,,600.00 ,,,,,698.00 ,,
2012-09-04,126.61 ,145.13 ,110.53 ,,141.69 ,145.42 ,153.96 ,126.46 ,119.82 ,100.98 ,100.80 ,93.29 ,113.80 ,133.38 ,,1681.99 ,1350.00 ,,2180.00 ,2250.00 ,,,,,,,,,,3303.00 ,3317.00 ,,,,,89.00 ,96.10 ,129.00 ,2490.00 ,2800.00 ,,,,,1500.00 ,,,,,,,,,,,,,,,,,,,,,,,,693.00 ,,
2012-09-05,125.71 ,144.32 ,109.55 ,,141.04 ,144.53 ,152.89 ,125.50 ,118.40 ,100.01 ,100.15 ,92.84 ,113.62 ,132.63 ,,1674.81 ,1314.00 ,,2080.00 ,2200.00 ,,,,,,,,,,3252.00 ,3262.00 ,,,,,88.75 ,95.30 ,125.80 ,2490.00 ,2740.00 ,,,,,1500.00 ,,,,,,,,,,,,,,,,,,,,,,540.00 ,,684.00 ,,
2012-09-06,124.75 ,143.39 ,108.56 ,,140.11 ,143.47 ,152.22 ,124.66 ,117.11 ,98.34 ,99.85 ,92.54 ,113.45 ,131.56 ,,1675.11 ,1306.00 ,,2080.00 ,2200.00 ,,,,,,,,,,3244.00 ,3262.00 ,,,,,88.50 ,94.00 ,125.60 ,2440.00 ,2690.00 ,,,,,1450.00 ,,,,,,,,,,,,,,,,,,,,685.00 ,,,,675.00 ,,
2012-09-07,124.31 ,142.72 ,108.33 ,,139.41 ,142.61 ,151.99 ,124.31 ,116.87 ,98.38 ,99.41 ,92.34 ,113.24 ,130.92 ,,1743.39 ,1337.00 ,,2060.00 ,2200.00 ,,,,,,,,,,3346.00 ,3332.00 ,,,,,90.75 ,93.00 ,123.00 ,2320.00 ,2810.00 ,,,,,1450.00 ,,,,,,,,,,,,574.39 ,134.76 ,392.41 ,146.61 ,165.22 ,,,,,,,126.00 ,669.00 ,,
2012-09-10,126.13 ,144.23 ,110.43 ,,140.99 ,144.47 ,152.65 ,126.10 ,120.04 ,102.04 ,99.56 ,92.37 ,113.24 ,133.46 ,,1800.90 ,1390.00 ,,2300.00 ,2200.00 ,,,,,,,,,,3452.00 ,3501.00 ,,,,,97.00 ,93.60 ,122.30 ,2320.00 ,2960.00 ,,,,,1450.00 ,,,,,,,,,,,,,,,,,,,595.00 ,,,,,666.00 ,,
2012-09-11,127.38 ,145.62 ,111.55 ,,142.60 ,145.94 ,153.34 ,127.09 ,121.64 ,103.90 ,100.03 ,92.26 ,113.18 ,135.34 ,,1784.86 ,1412.00 ,,2300.00 ,2200.00 ,,,,,,,,,,3461.00 ,3502.00 ,,,,,101.75 ,103.20 ,123.20 ,2320.00 ,2960.00 ,,,,,1450.00 ,,,,,,,,,,,,,,,,,,,,,,,,662.00 ,,
2012-09-12,127.39 ,145.66 ,111.54 ,,142.73 ,145.95 ,153.21 ,127.34 ,121.42 ,103.96 ,100.02 ,92.26 ,113.17 ,135.22 ,,1803.88 ,1446.00 ,,2280.00 ,2200.00 ,,,,,,,,,,3466.00 ,3507.00 ,,,,,99.25 ,106.10 ,124.90 ,2320.00 ,2850.00 ,,,,,1450.00 ,,,,,,,,,,,,,,,,,,,,,,530.00 ,,661.00 ,,
2012-09-13,126.99 ,145.22 ,111.18 ,,142.24 ,145.44 ,153.02 ,127.14 ,121.15 ,102.70 ,100.13 ,92.26 ,113.16 ,134.31 ,,1758.35 ,1450.00 ,,2250.00 ,2200.00 ,,,,,,,,,,3458.00 ,3485.00 ,,,,,97.75 ,104.80 ,125.80 ,2320.00 ,2850.00 ,,,,,1450.00 ,,,,,,,,,,,,,,,,,,,,685.00 ,,,,663.00 ,,
2012-09-14,127.20 ,145.18 ,111.60 ,,142.16 ,145.42 ,153.07 ,127.46 ,122.04 ,103.22 ,100.01 ,92.26 ,113.05 ,134.57 ,,1784.68 ,1469.00 ,,2250.00 ,2200.00 ,,,,,,,,,,3552.00 ,3488.00 ,,,,,105.25 ,104.20 ,125.60 ,2320.00 ,3000.00 ,,,,,1450.00 ,,,,,,,,,,,,558.58 ,127.99 ,379.96 ,142.52 ,163.81 ,,,,,,,125.00 ,662.00 ,,
2012-09-17,129.39 ,147.64 ,113.56 ,,145.08 ,148.17 ,153.75 ,129.56 ,124.59 ,106.43 ,100.51 ,92.46 ,113.07 ,138.71 ,,1707.11 ,1430.00 ,,2300.00 ,2200.00 ,,,,,,,,,,3542.00 ,3650.00 ,,,,,106.50 ,109.60 ,126.70 ,2320.00 ,3120.00 ,,,,,1400.00 ,,,,,,,,,,,,,,,,,,,595.00 ,,,,,663.00 ,,
2012-09-18,129.97 ,148.95 ,113.49 ,,146.95 ,149.85 ,152.85 ,131.03 ,126.60 ,101.10 ,101.16 ,92.61 ,113.14 ,139.32 ,,1687.68 ,1456.00 ,,2350.00 ,2200.00 ,,,,,,,,,,3570.00 ,3650.00 ,,,,,111.00 ,114.40 ,126.80 ,2320.00 ,3180.00 ,,,,,1400.00 ,,,,,,,,,,,,,,,,,,,,,,,,697.00 ,,
2012-09-19,132.40 ,150.79 ,116.45 ,,148.39 ,151.62 ,155.90 ,132.49 ,128.72 ,109.85 ,102.14 ,93.23 ,113.21 ,141.54 ,,1709.42 ,1471.00 ,,2450.00 ,2200.00 ,,,,,,,,,,3607.00 ,3695.00 ,,,,,114.00 ,116.20 ,128.20 ,2320.00 ,3200.00 ,,,,,1400.00 ,,,,,,,,,,,,,,,,,,,,,,535.00 ,,722.00 ,,
2012-09-20,133.36 ,151.84 ,117.35 ,,149.29 ,152.75 ,157.16 ,134.01 ,130.07 ,110.48 ,102.44 ,93.35 ,113.23 ,142.70 ,,1631.75 ,1445.00 ,,2450.00 ,2200.00 ,,,,,,,,,,3550.00 ,3577.00 ,,,,,109.75 ,117.20 ,130.40 ,2320.00 ,3120.00 ,,,,,1400.00 ,,,,,,,,,,,,,,,,,,,,685.00 ,,,,755.00 ,,
2012-09-21,132.65 ,151.42 ,116.37 ,,148.91 ,152.15 ,156.98 ,133.29 ,128.20 ,109.19 ,102.30 ,93.47 ,113.23 ,142.47 ,,1664.55 ,1431.00 ,,2350.00 ,2200.00 ,,,,,,,,,,3469.00 ,3579.00 ,,,,,106.25 ,115.70 ,130.50 ,2320.00 ,3050.00 ,,,,,1400.00 ,,,,,,,,,,,,529.88 ,117.05 ,358.05 ,138.32 ,163.15 ,,,,,,,130.00 ,774.00 ,,
2012-09-24,132.16 ,150.85 ,115.95 ,,148.13 ,151.66 ,156.83 ,132.44 ,127.19 ,109.50 ,102.25 ,93.47 ,113.00 ,142.67 ,,1694.89 ,1429.00 ,,2350.00 ,2200.00 ,,,,,,,,,,3502.00 ,3477.00 ,,,,,104.25 ,114.70 ,128.80 ,2320.00 ,3110.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,595.00 ,,,,,772.00 ,,
2012-09-25,132.23 ,150.82 ,116.12 ,,148.11 ,151.56 ,156.89 ,132.33 ,127.68 ,109.67 ,102.27 ,93.46 ,112.98 ,142.76 ,,1683.98 ,1457.00 ,,2350.00 ,2200.00 ,,,,,,,,,,3558.00 ,3588.00 ,,,,,105.50 ,113.80 ,128.80 ,2320.00 ,3160.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,,,,,,763.00 ,,
2012-09-26,132.57 ,151.12 ,116.48 ,,148.48 ,151.83 ,157.09 ,132.44 ,127.85 ,110.96 ,102.39 ,93.54 ,112.98 ,142.95 ,,1660.68 ,1437.00 ,,2400.00 ,2200.00 ,,,,,,,,,,3536.00 ,3588.00 ,,,,,106.00 ,113.30 ,128.80 ,2320.00 ,3140.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,,,,535.00 ,,752.00 ,,
2012-09-27,132.63 ,151.36 ,116.38 ,,148.81 ,151.99 ,157.23 ,132.49 ,127.60 ,110.79 ,102.48 ,93.48 ,112.98 ,142.93 ,,1746.96 ,1452.00 ,,2430.00 ,2200.00 ,,,,,,,,,,3550.00 ,3588.00 ,,,,,106.00 ,113.30 ,130.50 ,2320.00 ,3130.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,,685.00 ,,,,744.00 ,,
2012-09-28,132.76 ,151.50 ,116.51 ,,148.93 ,152.20 ,157.26 ,132.43 ,127.98 ,110.89 ,102.48 ,93.48 ,113.11 ,143.08 ,,1760.27 ,1462.00 ,,2430.00 ,2200.00 ,,,,,,,,,,3575.00 ,3588.00 ,,,,,106.50 ,113.00 ,130.50 ,2320.00 ,3140.00 ,,,,,1350.00 ,,,,,,,,,,,,498.93 ,106.18 ,352.09 ,134.57 ,161.99 ,,,,,,,134.00 ,766.00 ,,
2012-09-29,132.90 ,151.62 ,116.66 ,,149.12 ,152.33 ,157.24 ,132.44 ,128.39 ,110.93 ,102.52 ,93.51 ,113.12 ,143.08 ,,,,,2430.00 ,2200.00 ,,,,,,,,,,,,,,,,,112.60 ,130.50 ,2370.00 ,3140.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,,,100.47 ,,,,,,,,,,,3526.90 ,,,,,,1132.43 ,3696.46 ,,,,,12906.20 ,753133.90 ,115.85 ,,,,,,,,,,,,39772.00 ,83926.00 ,52628.00 ,18300.00 ,,417.19 ,884.39 ,7804.00 ,65525.75 ,51466.21 ,,173.56 ,59.79 ,363.31 ,70828.30 ,69366.10 ,,,,,,334215.10 ,77.63 ,,,,,,,,
2012-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.00 ,,,,,777.00 ,,
2012-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.00 ,,
2012-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.00 ,,798.00 ,,
2012-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.00 ,,,,845.00 ,,
2012-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.00 ,,,,,,,,,,,,,,,,,,,,,558.56 ,126.17 ,359.65 ,144.96 ,161.90 ,,,,,,,,875.00 ,,
2012-10-08,135.07 ,153.86 ,118.78 ,,151.44 ,154.70 ,159.03 ,134.35 ,131.39 ,114.37 ,103.04 ,93.79 ,113.50 ,146.38 ,,1750.89 ,1469.00 ,,2500.00 ,2250.00 ,,,,,,,,,,3647.00 ,3606.00 ,,,,,112.50 ,115.20 ,138.50 ,2370.00 ,3330.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,595.00 ,,,,,883.00 ,,
2012-10-09,136.48 ,155.80 ,119.72 ,,153.82 ,156.65 ,159.81 ,135.13 ,132.79 ,115.48 ,103.73 ,94.01 ,113.40 ,147.05 ,,1802.86 ,1498.00 ,,2500.00 ,2250.00 ,,,,,,,,,,3663.00 ,3646.00 ,,,,,120.25 ,119.20 ,139.00 ,2370.00 ,3310.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,,,,,,875.00 ,,
2012-10-10,137.08 ,156.75 ,120.02 ,,155.07 ,157.64 ,159.86 ,135.58 ,133.25 ,115.39 ,104.22 ,94.14 ,113.47 ,147.55 ,,1832.15 ,1538.00 ,,2500.00 ,2250.00 ,,,,,,,,,,3677.00 ,3666.00 ,,,,,118.75 ,119.20 ,139.10 ,2500.00 ,3330.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,,,,525.00 ,,875.00 ,,
2012-10-11,137.19 ,156.91 ,120.07 ,,155.24 ,157.80 ,160.04 ,135.66 ,133.22 ,115.36 ,104.49 ,94.20 ,113.74 ,147.59 ,,1803.55 ,1531.00 ,,2550.00 ,2300.00 ,,,,,,,,,,3643.00 ,3666.00 ,,,,,118.50 ,119.20 ,139.30 ,2500.00 ,3310.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,,685.00 ,,,,903.00 ,,
2012-10-12,136.97 ,156.59 ,119.95 ,,154.82 ,157.45 ,160.04 ,135.55 ,132.85 ,115.36 ,104.51 ,94.27 ,113.85 ,147.62 ,,1810.58 ,1548.00 ,,2550.00 ,2300.00 ,,,,,,,,,,3647.00 ,3666.00 ,,,,,116.00 ,118.50 ,139.30 ,2500.00 ,3290.00 ,,,,,1350.00 ,,,,,,,,,,,,531.50 ,120.97 ,360.73 ,141.98 ,162.21 ,,,,,,,135.00 ,926.00 ,,
2012-10-15,136.33 ,155.81 ,119.44 ,,153.93 ,156.46 ,159.93 ,134.79 ,132.32 ,114.33 ,104.49 ,94.35 ,114.00 ,146.67 ,,1778.13 ,1539.00 ,,2450.00 ,2300.00 ,,,,,,,,,,3594.00 ,3666.00 ,,,,,114.75 ,116.10 ,137.50 ,2500.00 ,3220.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,555.00 ,,,,,941.00 ,,
2012-10-16,135.81 ,155.10 ,119.08 ,,153.05 ,155.76 ,159.66 ,134.20 ,131.68 ,114.17 ,104.37 ,94.35 ,114.10 ,146.76 ,,1768.63 ,1542.00 ,,2450.00 ,2300.00 ,,,,,,,,,,3589.00 ,3666.00 ,,,,,114.75 ,116.10 ,137.50 ,2500.00 ,3200.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,,,,,,981.00 ,,
2012-10-17,135.65 ,154.64 ,119.19 ,,152.51 ,155.28 ,159.46 ,134.13 ,132.14 ,114.16 ,104.31 ,94.35 ,114.24 ,146.53 ,,1774.83 ,1569.00 ,,2400.00 ,2300.00 ,,,,,,,,,,3627.00 ,3716.00 ,,,,,116.50 ,115.10 ,136.70 ,2500.00 ,3220.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,,,,520.00 ,,999.00 ,,
2012-10-18,135.74 ,154.67 ,119.32 ,,152.54 ,155.29 ,159.40 ,134.11 ,132.60 ,114.15 ,104.26 ,94.34 ,114.31 ,146.52 ,,1794.66 ,1578.00 ,,2400.00 ,2300.00 ,,,,,,,,,,3649.00 ,3715.00 ,,,,,117.00 ,115.40 ,136.70 ,2500.00 ,3250.00 ,,,,,1350.00 ,,,,,,,,,,,,,,,,,,,,685.00 ,,,,989.00 ,,
